"","StateCode","CountyCode","AreaName"
"9569","20","089","Jewell County"
"9570","20","091","Johnson County"
"9571","20","093","Kearny County"
"9572","20","095","Kingman County"
"9573","20","097","Kiowa County"
"9574","20","099","Labette County"
"9575","20","101","Lane County"
"9576","20","103","Leavenworth County"
"9577","20","105","Lincoln County"
"9578","20","107","Linn County"
"9579","20","109","Logan County"
"9580","20","111","Lyon County"
"9581","20","113","McPherson County"
"9582","20","115","Marion County"
"9583","20","117","Marshall County"
"9584","20","119","Meade County"
"9585","20","121","Miami County"
"9586","20","123","Mitchell County"
"9587","20","125","Montgomery County"
"9588","20","127","Morris County"
"9589","20","129","Morton County"
"9590","20","131","Nemaha County"
"9591","20","133","Neosho County"
"9592","20","135","Ness County"
"9593","20","137","Norton County"
"9594","20","139","Osage County"
"9595","20","141","Osborne County"
"9596","20","143","Ottawa County"
"9597","20","145","Pawnee County"
"9598","20","147","Phillips County"
"9599","20","149","Pottawatomie County"
"9600","20","151","Pratt County"
"9601","20","153","Rawlins County"
"9602","20","155","Reno County"
"9603","20","157","Republic County"
"9604","20","159","Rice County"
"9605","20","161","Riley County"
"9606","20","163","Rooks County"
"9607","20","165","Rush County"
"9608","20","167","Russell County"
"9609","20","169","Saline County"
"9610","20","171","Scott County"
"9611","20","173","Sedgwick County"
"9612","20","175","Seward County"
"9613","20","177","Shawnee County"
"9614","20","179","Sheridan County"
"9615","20","181","Sherman County"
"9616","20","183","Smith County"
"9617","20","185","Stafford County"
"9618","20","187","Stanton County"
"9619","20","189","Stevens County"
"9620","20","191","Sumner County"
"9621","20","193","Thomas County"
"9622","20","195","Trego County"
"9623","20","197","Wabaunsee County"
"9624","20","199","Wallace County"
"9625","20","201","Washington County"
"9626","20","203","Wichita County"
"9627","20","205","Wilson County"
"9628","20","207","Woodson County"
"9629","20","209","Wyandotte County"
"11735","21","001","Adair County"
"11736","21","003","Allen County"
"11737","21","005","Anderson County"
"11738","21","007","Ballard County"
"11739","21","009","Barren County"
"11740","21","011","Bath County"
"11741","21","013","Bell County"
"11742","21","015","Boone County"
"11743","21","017","Bourbon County"
"11744","21","019","Boyd County"
"11745","21","021","Boyle County"
"11746","21","023","Bracken County"
"11747","21","025","Breathitt County"
"11748","21","027","Breckinridge County"
"11749","21","029","Bullitt County"
"11750","21","031","Butler County"
"11751","21","033","Caldwell County"
"11752","21","035","Calloway County"
"11753","21","037","Campbell County"
"11754","21","039","Carlisle County"
"11755","21","041","Carroll County"
"11756","21","043","Carter County"
"11757","21","045","Casey County"
"11758","21","047","Christian County"
"11759","21","049","Clark County"
"11760","21","051","Clay County"
"11761","21","053","Clinton County"
"11762","21","055","Crittenden County"
"11763","21","057","Cumberland County"
"11764","21","059","Daviess County"
"11765","21","061","Edmonson County"
"11766","21","063","Elliott County"
"11767","21","065","Estill County"
"11768","21","067","Fayette County"
"11769","21","069","Fleming County"
"11770","21","071","Floyd County"
"11771","21","073","Franklin County"
"11772","21","075","Fulton County"
"11773","21","077","Gallatin County"
"11774","21","079","Garrard County"
"11775","21","081","Grant County"
"11776","21","083","Graves County"
"11777","21","085","Grayson County"
"11778","21","087","Green County"
"11779","21","089","Greenup County"
"11780","21","091","Hancock County"
"11781","21","093","Hardin County"
"11782","21","095","Harlan County"
"11783","21","097","Harrison County"
"11784","21","099","Hart County"
"11785","21","101","Henderson County"
"11786","21","103","Henry County"
"11787","21","105","Hickman County"
"11788","21","107","Hopkins County"
"11789","21","109","Jackson County"
"11790","21","111","Jefferson County"
"11791","21","113","Jessamine County"
"11792","21","115","Johnson County"
"11793","21","117","Kenton County"
"11794","21","119","Knott County"
"11795","21","121","Knox County"
"11796","21","123","Larue County"
"11797","21","125","Laurel County"
"11798","21","127","Lawrence County"
"11799","21","129","Lee County"
"11800","21","131","Leslie County"
"11801","21","133","Letcher County"
"11802","21","135","Lewis County"
"11803","21","137","Lincoln County"
"11804","21","139","Livingston County"
"11805","21","141","Logan County"
"11806","21","143","Lyon County"
"11807","21","145","McCracken County"
"11808","21","147","McCreary County"
"11809","21","149","McLean County"
"11810","21","151","Madison County"
"11811","21","153","Magoffin County"
"11812","21","155","Marion County"
"11813","21","157","Marshall County"
"11814","21","159","Martin County"
"11815","21","161","Mason County"
"11816","21","163","Meade County"
"11817","21","165","Menifee County"
"11818","21","167","Mercer County"
"11819","21","169","Metcalfe County"
"11820","21","171","Monroe County"
"11821","21","173","Montgomery County"
"11822","21","175","Morgan County"
"11823","21","177","Muhlenberg County"
"11824","21","179","Nelson County"
"11825","21","181","Nicholas County"
"11826","21","183","Ohio County"
"11827","21","185","Oldham County"
"11828","21","187","Owen County"
"11829","21","189","Owsley County"
"11830","21","191","Pendleton County"
"11831","21","193","Perry County"
"11832","21","195","Pike County"
"11833","21","197","Powell County"
"11834","21","199","Pulaski County"
"11835","21","201","Robertson County"
"11836","21","203","Rockcastle County"
"11837","21","205","Rowan County"
"11838","21","207","Russell County"
"11839","21","209","Scott County"
"11840","21","211","Shelby County"
"11841","21","213","Simpson County"
"11842","21","215","Spencer County"
"11843","21","217","Taylor County"
"11844","21","219","Todd County"
"11845","21","221","Trigg County"
"11846","21","223","Trimble County"
"11847","21","225","Union County"
"11848","21","227","Warren County"
"11849","21","229","Washington County"
"11850","21","231","Wayne County"
"11851","21","233","Webster County"
"11852","21","235","Whitley County"
"11853","21","237","Wolfe County"
"11854","21","239","Woodford County"
"12275","22","001","Acadia Parish"
"12276","22","003","Allen Parish"
"12277","22","005","Ascension Parish"
"12278","22","007","Assumption Parish"
"12279","22","009","Avoyelles Parish"
"12280","22","011","Beauregard Parish"
"12281","22","013","Bienville Parish"
"12282","22","015","Bossier Parish"
"12283","22","017","Caddo Parish"
"12284","22","019","Calcasieu Parish"
"12285","22","021","Caldwell Parish"
"12286","22","023","Cameron Parish"
"12287","22","025","Catahoula Parish"
"12288","22","027","Claiborne Parish"
"12289","22","029","Concordia Parish"
"12290","22","031","De Soto Parish"
"12291","22","033","East Baton Rouge Parish"
"12292","22","035","East Carroll Parish"
"12293","22","037","East Feliciana Parish"
"12294","22","039","Evangeline Parish"
"12295","22","041","Franklin Parish"
"12296","22","043","Grant Parish"
"12297","22","045","Iberia Parish"
"12298","22","047","Iberville Parish"
"12299","22","049","Jackson Parish"
"12300","22","051","Jefferson Parish"
"12301","22","053","Jefferson Davis Parish"
"12302","22","055","Lafayette Parish"
"12303","22","057","Lafourche Parish"
"12304","22","059","LaSalle Parish"
"12305","22","061","Lincoln Parish"
"12306","22","063","Livingston Parish"
"12307","22","065","Madison Parish"
"12308","22","067","Morehouse Parish"
"12309","22","069","Natchitoches Parish"
"12310","22","071","Orleans Parish"
"12311","22","073","Ouachita Parish"
"12312","22","075","Plaquemines Parish"
"12313","22","077","Pointe Coupee Parish"
"12314","22","079","Rapides Parish"
"12315","22","081","Red River Parish"
"12316","22","083","Richland Parish"
"12317","22","085","Sabine Parish"
"12318","22","087","St. Bernard Parish"
"12319","22","089","St. Charles Parish"
"12320","22","091","St. Helena Parish"
"12321","22","093","St. James Parish"
"12322","22","095","St. John the Baptist Parish"
"12323","22","097","St. Landry Parish"
"12324","22","099","St. Martin Parish"
"12325","22","101","St. Mary Parish"
"12326","22","103","St. Tammany Parish"
"12327","22","105","Tangipahoa Parish"
"12328","22","107","Tensas Parish"
"12329","22","109","Terrebonne Parish"
"12330","22","111","Union Parish"
"12331","22","113","Vermilion Parish"
"12332","22","115","Vernon Parish"
"12333","22","117","Washington Parish"
"12334","22","119","Webster Parish"
"12335","22","121","West Baton Rouge Parish"
"12336","22","123","West Carroll Parish"
"12337","22","125","West Feliciana Parish"
"12338","22","127","Winn Parish"
"12644","23","001","Androscoggin County"
"12645","23","003","Aroostook County"
"12646","23","005","Cumberland County"
"12647","23","007","Franklin County"
"12648","23","009","Hancock County"
"12649","23","011","Kennebec County"
"12650","23","013","Knox County"
"12651","23","015","Lincoln County"
"12652","23","017","Oxford County"
"12653","23","019","Penobscot County"
"12654","23","021","Piscataquis County"
"12655","23","023","Sagadahoc County"
"12656","23","025","Somerset County"
"12657","23","027","Waldo County"
"12658","23","029","Washington County"
"12659","23","031","York County"
"13217","24","001","Allegany County"
"13218","24","003","Anne Arundel County"
"13219","24","005","Baltimore County"
"13220","24","009","Calvert County"
"13221","24","011","Caroline County"
"13222","24","013","Carroll County"
"13223","24","015","Cecil County"
"13224","24","017","Charles County"
"13225","24","019","Dorchester County"
"13226","24","021","Frederick County"
"13227","24","023","Garrett County"
"13228","24","025","Harford County"
"13229","24","027","Howard County"
"13230","24","029","Kent County"
"13231","24","031","Montgomery County"
"13232","24","033","Prince George's County"
"13233","24","035","Queen Anne's County"
"13234","24","037","St. Mary's County"
"13235","24","039","Somerset County"
"13236","24","041","Talbot County"
"13237","24","043","Washington County"
"13238","24","045","Wicomico County"
"13239","24","047","Worcester County"
"13240","24","510","Baltimore city"
"13399","25","001","Barnstable County"
"13400","25","003","Berkshire County"
"13401","25","005","Bristol County"
"13402","25","007","Dukes County"
"13403","25","009","Essex County"
"13404","25","011","Franklin County"
"13405","25","013","Hampden County"
"13406","25","015","Hampshire County"
"13407","25","017","Middlesex County"
"13408","25","019","Nantucket County"
"13409","25","021","Norfolk County"
"13410","25","023","Plymouth County"
"13411","25","025","Suffolk County"
"13412","25","027","Worcester County"
"13818","26","001","Alcona County"
"13819","26","003","Alger County"
"13820","26","005","Allegan County"
"13821","26","007","Alpena County"
"13822","26","009","Antrim County"
"13823","26","011","Arenac County"
"13824","26","013","Baraga County"
"13825","26","015","Barry County"
"13826","26","017","Bay County"
"13827","26","019","Benzie County"
"13828","26","021","Berrien County"
"13829","26","023","Branch County"
"13830","26","025","Calhoun County"
"13831","26","027","Cass County"
"13832","26","029","Charlevoix County"
"13833","26","031","Cheboygan County"
"13834","26","033","Chippewa County"
"13835","26","035","Clare County"
"13836","26","037","Clinton County"
"13837","26","039","Crawford County"
"13838","26","041","Delta County"
"13839","26","043","Dickinson County"
"13840","26","045","Eaton County"
"13841","26","047","Emmet County"
"13842","26","049","Genesee County"
"13843","26","051","Gladwin County"
"13844","26","053","Gogebic County"
"13845","26","055","Grand Traverse County"
"13846","26","057","Gratiot County"
"13847","26","059","Hillsdale County"
"13848","26","061","Houghton County"
"13849","26","063","Huron County"
"13850","26","065","Ingham County"
"13851","26","067","Ionia County"
"13852","26","069","Iosco County"
"13853","26","071","Iron County"
"13854","26","073","Isabella County"
"13855","26","075","Jackson County"
"13856","26","077","Kalamazoo County"
"13857","26","079","Kalkaska County"
"13858","26","081","Kent County"
"13859","26","083","Keweenaw County"
"13860","26","085","Lake County"
"13861","26","087","Lapeer County"
"13862","26","089","Leelanau County"
"13863","26","091","Lenawee County"
"13864","26","093","Livingston County"
"13865","26","095","Luce County"
"13866","26","097","Mackinac County"
"13867","26","099","Macomb County"
"13868","26","101","Manistee County"
"13869","26","103","Marquette County"
"13870","26","105","Mason County"
"13871","26","107","Mecosta County"
"13872","26","109","Menominee County"
"13873","26","111","Midland County"
"13874","26","113","Missaukee County"
"13875","26","115","Monroe County"
"13876","26","117","Montcalm County"
"13877","26","119","Montmorency County"
"13878","26","121","Muskegon County"
"13879","26","123","Newaygo County"
"13880","26","125","Oakland County"
"13881","26","127","Oceana County"
"13882","26","129","Ogemaw County"
"13883","26","131","Ontonagon County"
"13884","26","133","Osceola County"
"13885","26","135","Oscoda County"
"13886","26","137","Otsego County"
"13887","26","139","Ottawa County"
"13888","26","141","Presque Isle County"
"13889","26","143","Roscommon County"
"13890","26","145","Saginaw County"
"13891","26","147","St. Clair County"
"13892","26","149","St. Joseph County"
"13893","26","151","Sanilac County"
"13894","26","153","Schoolcraft County"
"13895","26","155","Shiawassee County"
"13896","26","157","Tuscola County"
"13897","26","159","Van Buren County"
"13898","26","161","Washtenaw County"
"13899","26","163","Wayne County"
"13900","26","165","Wexford County"
"15973","27","001","Aitkin County"
"15974","27","003","Anoka County"
"15975","27","005","Becker County"
"15976","27","007","Beltrami County"
"15977","27","009","Benton County"
"15978","27","011","Big Stone County"
"15979","27","013","Blue Earth County"
"15980","27","015","Brown County"
"15981","27","017","Carlton County"
"15982","27","019","Carver County"
"15983","27","021","Cass County"
"15984","27","023","Chippewa County"
"15985","27","025","Chisago County"
"15986","27","027","Clay County"
"15987","27","029","Clearwater County"
"15988","27","031","Cook County"
"15989","27","033","Cottonwood County"
"15990","27","035","Crow Wing County"
"15991","27","037","Dakota County"
"15992","27","039","Dodge County"
"15993","27","041","Douglas County"
"15994","27","043","Faribault County"
"15995","27","045","Fillmore County"
"15996","27","047","Freeborn County"
"15997","27","049","Goodhue County"
"15998","27","051","Grant County"
"15999","27","053","Hennepin County"
"16000","27","055","Houston County"
"16001","27","057","Hubbard County"
"16002","27","059","Isanti County"
"16003","27","061","Itasca County"
"16004","27","063","Jackson County"
"16005","27","065","Kanabec County"
"16006","27","067","Kandiyohi County"
"16007","27","069","Kittson County"
"16008","27","071","Koochiching County"
"16009","27","073","Lac qui Parle County"
"16010","27","075","Lake County"
"16011","27","077","Lake of the Woods County"
"16012","27","079","Le Sueur County"
"16013","27","081","Lincoln County"
"16014","27","083","Lyon County"
"16015","27","085","McLeod County"
"16016","27","087","Mahnomen County"
"16017","27","089","Marshall County"
"16018","27","091","Martin County"
"16019","27","093","Meeker County"
"16020","27","095","Mille Lacs County"
"16021","27","097","Morrison County"
"16022","27","099","Mower County"
"16023","27","101","Murray County"
"16024","27","103","Nicollet County"
"16025","27","105","Nobles County"
"16026","27","107","Norman County"
"16027","27","109","Olmsted County"
"16028","27","111","Otter Tail County"
"16029","27","113","Pennington County"
"16030","27","115","Pine County"
"16031","27","117","Pipestone County"
"16032","27","119","Polk County"
"16033","27","121","Pope County"
"16034","27","123","Ramsey County"
"16035","27","125","Red Lake County"
"16036","27","127","Redwood County"
"16037","27","129","Renville County"
"16038","27","131","Rice County"
"16039","27","133","Rock County"
"16040","27","135","Roseau County"
"16041","27","137","St. Louis County"
"16042","27","139","Scott County"
"16043","27","141","Sherburne County"
"16044","27","143","Sibley County"
"16045","27","145","Stearns County"
"16046","27","147","Steele County"
"16047","27","149","Stevens County"
"16048","27","151","Swift County"
"16049","27","153","Todd County"
"16050","27","155","Traverse County"
"16051","27","157","Wabasha County"
"16052","27","159","Wadena County"
"16053","27","161","Waseca County"
"16054","27","163","Washington County"
"16055","27","165","Watonwan County"
"16056","27","167","Wilkin County"
"16057","27","169","Winona County"
"16058","27","171","Wright County"
"16059","27","173","Yellow Medicine County"
"19588","28","001","Adams County"
"19589","28","003","Alcorn County"
"19590","28","005","Amite County"
"19591","28","007","Attala County"
"19592","28","009","Benton County"
"19593","28","011","Bolivar County"
"19594","28","013","Calhoun County"
"19595","28","015","Carroll County"
"19596","28","017","Chickasaw County"
"19597","28","019","Choctaw County"
"19598","28","021","Claiborne County"
"19599","28","023","Clarke County"
"19600","28","025","Clay County"
"19601","28","027","Coahoma County"
"19602","28","029","Copiah County"
"19603","28","031","Covington County"
"19604","28","033","DeSoto County"
"19605","28","035","Forrest County"
"19606","28","037","Franklin County"
"19607","28","039","George County"
"19608","28","041","Greene County"
"19609","28","043","Grenada County"
"19610","28","045","Hancock County"
"19611","28","047","Harrison County"
"19612","28","049","Hinds County"
"19613","28","051","Holmes County"
"19614","28","053","Humphreys County"
"19615","28","055","Issaquena County"
"19616","28","057","Itawamba County"
"19617","28","059","Jackson County"
"19618","28","061","Jasper County"
"19619","28","063","Jefferson County"
"19620","28","065","Jefferson Davis County"
"19621","28","067","Jones County"
"19622","28","069","Kemper County"
"19623","28","071","Lafayette County"
"19624","28","073","Lamar County"
"19625","28","075","Lauderdale County"
"19626","28","077","Lawrence County"
"19627","28","079","Leake County"
"19628","28","081","Lee County"
"19629","28","083","Leflore County"
"19630","28","085","Lincoln County"
"19631","28","087","Lowndes County"
"19632","28","089","Madison County"
"19633","28","091","Marion County"
"19634","28","093","Marshall County"
"19635","28","095","Monroe County"
"19636","28","097","Montgomery County"
"19637","28","099","Neshoba County"
"19638","28","101","Newton County"
"19639","28","103","Noxubee County"
"19640","28","105","Oktibbeha County"
"19641","28","107","Panola County"
"19642","28","109","Pearl River County"
"19643","28","111","Perry County"
"19644","28","113","Pike County"
"19645","28","115","Pontotoc County"
"19646","28","117","Prentiss County"
"19647","28","119","Quitman County"
"19648","28","121","Rankin County"
"19649","28","123","Scott County"
"19650","28","125","Sharkey County"
"19651","28","127","Simpson County"
"19652","28","129","Smith County"
"19653","28","131","Stone County"
"19654","28","133","Sunflower County"
"19655","28","135","Tallahatchie County"
"19656","28","137","Tate County"
"19657","28","139","Tippah County"
"19658","28","141","Tishomingo County"
"19659","28","143","Tunica County"
"19660","28","145","Union County"
"19661","28","147","Walthall County"
"19662","28","149","Warren County"
"19663","28","151","Washington County"
"19664","28","153","Wayne County"
"19665","28","155","Webster County"
"19666","28","157","Wilkinson County"
"19667","28","159","Winston County"
"19668","28","161","Yalobusha County"
"19669","28","163","Yazoo County"
"19969","29","001","Adair County"
"19970","29","003","Andrew County"
"19971","29","005","Atchison County"
"19972","29","007","Audrain County"
"19973","29","009","Barry County"
"19974","29","011","Barton County"
"19975","29","013","Bates County"
"19976","29","015","Benton County"
"19977","29","017","Bollinger County"
"19978","29","019","Boone County"
"19979","29","021","Buchanan County"
"19980","29","023","Butler County"
"19981","29","025","Caldwell County"
"19982","29","027","Callaway County"
"19983","29","029","Camden County"
"19984","29","031","Cape Girardeau County"
"19985","29","033","Carroll County"
"19986","29","035","Carter County"
"19987","29","037","Cass County"
"19988","29","039","Cedar County"
"19989","29","041","Chariton County"
"19990","29","043","Christian County"
"19991","29","045","Clark County"
"19992","29","047","Clay County"
"19993","29","049","Clinton County"
"19994","29","051","Cole County"
"19995","29","053","Cooper County"
"19996","29","055","Crawford County"
"19997","29","057","Dade County"
"19998","29","059","Dallas County"
"19999","29","061","Daviess County"
"20000","29","063","DeKalb County"
"20001","29","065","Dent County"
"20002","29","067","Douglas County"
"20003","29","069","Dunklin County"
"20004","29","071","Franklin County"
"20005","29","073","Gasconade County"
"20006","29","075","Gentry County"
"20007","29","077","Greene County"
"20008","29","079","Grundy County"
"20009","29","081","Harrison County"
"20010","29","083","Henry County"
"20011","29","085","Hickory County"
"20012","29","087","Holt County"
"20013","29","089","Howard County"
"20014","29","091","Howell County"
"20015","29","093","Iron County"
"20016","29","095","Jackson County"
"20017","29","097","Jasper County"
"20018","29","099","Jefferson County"
"20019","29","101","Johnson County"
"20020","29","103","Knox County"
"20021","29","105","Laclede County"
"20022","29","107","Lafayette County"
"20023","29","109","Lawrence County"
"20024","29","111","Lewis County"
"20025","29","113","Lincoln County"
"20026","29","115","Linn County"
"20027","29","117","Livingston County"
"20028","29","119","McDonald County"
"20029","29","121","Macon County"
"20030","29","123","Madison County"
"20031","29","125","Maries County"
"20032","29","127","Marion County"
"20033","29","129","Mercer County"
"20034","29","131","Miller County"
"20035","29","133","Mississippi County"
"20036","29","135","Moniteau County"
"20037","29","137","Monroe County"
"20038","29","139","Montgomery County"
"20039","29","141","Morgan County"
"20040","29","143","New Madrid County"
"20041","29","145","Newton County"
"20042","29","147","Nodaway County"
"20043","29","149","Oregon County"
"20044","29","151","Osage County"
"20045","29","153","Ozark County"
"20046","29","155","Pemiscot County"
"20047","29","157","Perry County"
"20048","29","159","Pettis County"
"20049","29","161","Phelps County"
"20050","29","163","Pike County"
"20051","29","165","Platte County"
"20052","29","167","Polk County"
"20053","29","169","Pulaski County"
"20054","29","171","Putnam County"
"20055","29","173","Ralls County"
"20056","29","175","Randolph County"
"20057","29","177","Ray County"
"20058","29","179","Reynolds County"
"20059","29","181","Ripley County"
"20060","29","183","St. Charles County"
"20061","29","185","St. Clair County"
"20062","29","186","Ste. Genevieve County"
"20063","29","187","St. Francois County"
"20064","29","189","St. Louis County"
"20065","29","195","Saline County"
"20066","29","197","Schuyler County"
"20067","29","199","Scotland County"
"20068","29","201","Scott County"
"20069","29","203","Shannon County"
"20070","29","205","Shelby County"
"20071","29","207","Stoddard County"
"20072","29","209","Stone County"
"20073","29","211","Sullivan County"
"20074","29","213","Taney County"
"20075","29","215","Texas County"
"20076","29","217","Vernon County"
"20077","29","219","Warren County"
"20078","29","221","Washington County"
"20079","29","223","Wayne County"
"20080","29","225","Webster County"
"20081","29","227","Worth County"
"20082","29","229","Wright County"
"20083","29","510","St. Louis city"
"21344","30","001","Beaverhead County"
"21345","30","003","Big Horn County"
"21346","30","005","Blaine County"
"21347","30","007","Broadwater County"
"21348","30","009","Carbon County"
"21349","30","011","Carter County"
"21350","30","013","Cascade County"
"21351","30","015","Chouteau County"
"21352","30","017","Custer County"
"21353","30","019","Daniels County"
"21354","30","021","Dawson County"
"21355","30","023","Deer Lodge County"
"21356","30","025","Fallon County"
"21357","30","027","Fergus County"
"21358","30","029","Flathead County"
"21359","30","031","Gallatin County"
"21360","30","033","Garfield County"
"21361","30","035","Glacier County"
"21362","30","037","Golden Valley County"
"21363","30","039","Granite County"
"21364","30","041","Hill County"
"21365","30","043","Jefferson County"
"21366","30","045","Judith Basin County"
"21367","30","047","Lake County"
"21368","30","049","Lewis and Clark County"
"21369","30","051","Liberty County"
"21370","30","053","Lincoln County"
"21371","30","055","McCone County"
"21372","30","057","Madison County"
"21373","30","059","Meagher County"
"21374","30","061","Mineral County"
"21375","30","063","Missoula County"
"21376","30","065","Musselshell County"
"21377","30","067","Park County"
"21378","30","069","Petroleum County"
"21379","30","071","Phillips County"
"21380","30","073","Pondera County"
"21381","30","075","Powder River County"
"21382","30","077","Powell County"
"21383","30","079","Prairie County"
"21384","30","081","Ravalli County"
"21385","30","083","Richland County"
"21386","30","085","Roosevelt County"
"21387","30","087","Rosebud County"
"21388","30","089","Sanders County"
"21389","30","091","Sheridan County"
"21390","30","093","Silver Bow County"
"21391","30","095","Stillwater County"
"21392","30","097","Sweet Grass County"
"21393","30","099","Teton County"
"21394","30","101","Toole County"
"21395","30","103","Treasure County"
"21396","30","105","Valley County"
"21397","30","107","Wheatland County"
"21398","30","109","Wibaux County"
"21399","30","111","Yellowstone County"
"21531","31","001","Adams County"
"21532","31","003","Antelope County"
"21533","31","005","Arthur County"
"21534","31","007","Banner County"
"21535","31","009","Blaine County"
"21536","31","011","Boone County"
"21537","31","013","Box Butte County"
"21538","31","015","Boyd County"
"21539","31","017","Brown County"
"21540","31","019","Buffalo County"
"21541","31","021","Burt County"
"21542","31","023","Butler County"
"21543","31","025","Cass County"
"21544","31","027","Cedar County"
"21545","31","029","Chase County"
"21546","31","031","Cherry County"
"21547","31","033","Cheyenne County"
"21548","31","035","Clay County"
"21549","31","037","Colfax County"
"21550","31","039","Cuming County"
"21551","31","041","Custer County"
"21552","31","043","Dakota County"
"21553","31","045","Dawes County"
"21554","31","047","Dawson County"
"21555","31","049","Deuel County"
"21556","31","051","Dixon County"
"21557","31","053","Dodge County"
"21558","31","055","Douglas County"
"21559","31","057","Dundy County"
"21560","31","059","Fillmore County"
"21561","31","061","Franklin County"
"21562","31","063","Frontier County"
"21563","31","065","Furnas County"
"21564","31","067","Gage County"
"21565","31","069","Garden County"
"21566","31","071","Garfield County"
"21567","31","073","Gosper County"
"21568","31","075","Grant County"
"21569","31","077","Greeley County"
"21570","31","079","Hall County"
"21571","31","081","Hamilton County"
"21572","31","083","Harlan County"
"21573","31","085","Hayes County"
"21574","31","087","Hitchcock County"
"21575","31","089","Holt County"
"21576","31","091","Hooker County"
"21577","31","093","Howard County"
"21578","31","095","Jefferson County"
"21579","31","097","Johnson County"
"21580","31","099","Kearney County"
"21581","31","101","Keith County"
"21582","31","103","Keya Paha County"
"21583","31","105","Kimball County"
"21584","31","107","Knox County"
"21585","31","109","Lancaster County"
"21586","31","111","Lincoln County"
"21587","31","113","Logan County"
"21588","31","115","Loup County"
"21589","31","117","McPherson County"
"21590","31","119","Madison County"
"21591","31","121","Merrick County"
"21592","31","123","Morrill County"
"21593","31","125","Nance County"
"21594","31","127","Nemaha County"
"21595","31","129","Nuckolls County"
"21596","31","131","Otoe County"
"21597","31","133","Pawnee County"
"21598","31","135","Perkins County"
"21599","31","137","Phelps County"
"21600","31","139","Pierce County"
"21601","31","141","Platte County"
"21602","31","143","Polk County"
"21603","31","145","Red Willow County"
"21604","31","147","Richardson County"
"21605","31","149","Rock County"
"21606","31","151","Saline County"
"21607","31","153","Sarpy County"
"21608","31","155","Saunders County"
"21609","31","157","Scotts Bluff County"
"21610","31","159","Seward County"
"21611","31","161","Sheridan County"
"21612","31","163","Sherman County"
"21613","31","165","Sioux County"
"21614","31","167","Stanton County"
"21615","31","169","Thayer County"
"21616","31","171","Thomas County"
"21617","31","173","Thurston County"
"21618","31","175","Valley County"
"21619","31","177","Washington County"
"21620","31","179","Wayne County"
"21621","31","181","Webster County"
"21622","31","183","Wheeler County"
"21623","31","185","York County"
"22594","32","001","Churchill County"
"22595","32","003","Clark County"
"22596","32","005","Douglas County"
"22597","32","007","Elko County"
"22598","32","009","Esmeralda County"
"22599","32","011","Eureka County"
"22600","32","013","Humboldt County"
"22601","32","015","Lander County"
"22602","32","017","Lincoln County"
"22603","32","019","Lyon County"
"22604","32","021","Mineral County"
"22605","32","023","Nye County"
"22606","32","027","Pershing County"
"22607","32","029","Storey County"
"22608","32","031","Washoe County"
"22609","32","033","White Pine County"
"22610","32","510","Carson City"
"22631","33","001","Belknap County"
"22632","33","003","Carroll County"
"22633","33","005","Cheshire County"
"22634","33","007","Coos County"
"22635","33","009","Grafton County"
"22636","33","011","Hillsborough County"
"22637","33","013","Merrimack County"
"22638","33","015","Rockingham County"
"22639","33","017","Strafford County"
"22640","33","019","Sullivan County"
"22914","34","001","Atlantic County"
"22915","34","003","Bergen County"
"22916","34","005","Burlington County"
"22917","34","007","Camden County"
"22918","34","009","Cape May County"
"22919","34","011","Cumberland County"
"22920","34","013","Essex County"
"22921","34","015","Gloucester County"
"22922","34","017","Hudson County"
"22923","34","019","Hunterdon County"
"22924","34","021","Mercer County"
"22925","34","023","Middlesex County"
"22926","34","025","Monmouth County"
"22927","34","027","Morris County"
"22928","34","029","Ocean County"
"22929","34","031","Passaic County"
"22930","34","033","Salem County"
"22931","34","035","Somerset County"
"22932","34","037","Sussex County"
"22933","34","039","Union County"
"22934","34","041","Warren County"
"23825","35","001","Bernalillo County"
"23826","35","003","Catron County"
"23827","35","005","Chaves County"
"23828","35","006","Cibola County"
"23829","35","007","Colfax County"
"23830","35","009","Curry County"
"23831","35","011","De Baca County"
"23832","35","013","Doña Ana County"
"23833","35","015","Eddy County"
"23834","35","017","Grant County"
"23835","35","019","Guadalupe County"
"23836","35","021","Harding County"
"23837","35","023","Hidalgo County"
"23838","35","025","Lea County"
"23839","35","027","Lincoln County"
"23840","35","028","Los Alamos County"
"23841","35","029","Luna County"
"23842","35","031","McKinley County"
"23843","35","033","Mora County"
"23844","35","035","Otero County"
"23845","35","037","Quay County"
"23846","35","039","Rio Arriba County"
"23847","35","041","Roosevelt County"
"23848","35","043","Sandoval County"
"23849","35","045","San Juan County"
"23850","35","047","San Miguel County"
"23851","35","049","Santa Fe County"
"23852","35","051","Sierra County"
"23853","35","053","Socorro County"
"23854","35","055","Taos County"
"23855","35","057","Torrance County"
"23856","35","059","Union County"
"23857","35","061","Valencia County"
"23964","36","001","Albany County"
"23965","36","003","Allegany County"
"23966","36","005","Bronx County"
"23967","36","007","Broome County"
"23968","36","009","Cattaraugus County"
"23969","36","011","Cayuga County"
"23970","36","013","Chautauqua County"
"23971","36","015","Chemung County"
"23972","36","017","Chenango County"
"23973","36","019","Clinton County"
"23974","36","021","Columbia County"
"23975","36","023","Cortland County"
"23976","36","025","Delaware County"
"23977","36","027","Dutchess County"
"23978","36","029","Erie County"
"23979","36","031","Essex County"
