"","County","Freq","Expected","Residual","Component"
"1545","1545",1,0.6252,0.3748,0.2247
"2340","2340",1,0.625,0.375,0.225
"287","287",7,5.8512,1.1488,0.2255
"2873","2873",3,2.2812,0.7188,0.2265
"2783","2783",4,3.1542,0.8458,0.2268
"2128","2128",2,1.4302,0.5698,0.227
"2242","2242",1,0.6235,0.3765,0.2274
"2211","2211",2,1.4269,0.5731,0.2302
"2453","2453",2,1.4254,0.5746,0.2317
"977","977",1,0.6187,0.3813,0.2349
"830","830",3,2.2678,0.7322,0.2364
"2133","2133",1,0.6178,0.3822,0.2365
"1425","1425",2,1.4202,0.5798,0.2367
"2379","2379",2,1.4201,0.5799,0.2368
"1397","1397",5,4.0233,0.9767,0.2371
"2795","2795",1,0.6172,0.3828,0.2375
"537","537",1,0.6164,0.3836,0.2388
"1592","1592",1,0.6161,0.3839,0.2392
"1899","1899",1,0.6154,0.3846,0.2404
"622","622",8,6.7224,1.2776,0.2428
"2099","2099",5,4.0116,0.9884,0.2435
"131","131",1,0.6105,0.3895,0.2485
"1962","1962",1,0.6105,0.3895,0.2486
"1172","1172",4,3.1189,0.8811,0.2489
"1980","1980",1,0.6103,0.3897,0.2489
"2259","2259",3,2.2507,0.7493,0.2494
"2744","2744",2,1.4063,0.5937,0.2506
"340","340",4,3.1153,0.8847,0.2512
"286","286",9,7.6161,1.3839,0.2515
"1063","1063",1,0.6083,0.3917,0.2521
"1460","1460",1,0.6081,0.3919,0.2525
"2802","2802",1,0.608,0.392,0.2527
"1556","1556",1,0.6076,0.3924,0.2535
"565","565",2,1.4015,0.5985,0.2556
"2553","2553",1,0.6062,0.3938,0.2558
"1503","1503",4,3.1074,0.8926,0.2564
"1861","1861",3,2.2418,0.7582,0.2564
"3106","3106",4,3.1049,0.8951,0.258
"1078","1078",4,3.1021,0.8979,0.2599
"828","828",1,0.6038,0.3962,0.26
"2635","2635",1,0.6031,0.3969,0.2611
"1170","1170",6,4.8714,1.1286,0.2615
"879","879",1,0.6026,0.3974,0.262
"1766","1766",5,3.979,1.021,0.262
"564","564",4,3.0984,0.9016,0.2623
"3050","3050",2,1.3949,0.6051,0.2625
"1198","1198",2,1.394,0.606,0.2635
"1841","1841",10,8.4986,1.5014,0.2652
"1060","1060",1,0.6004,0.3996,0.266
"2624","2624",2,1.391,0.609,0.2666
"2009","2009",1,0.5995,0.4005,0.2675
"2430","2430",1,0.5994,0.4006,0.2678
"399","399",1,0.5987,0.4013,0.269
"634","634",2,1.3884,0.6116,0.2694
"3027","3027",3,2.221,0.779,0.2733
"737","737",2,1.384,0.616,0.2742
"2320","2320",1,0.5953,0.4047,0.275
"620","620",2,1.3823,0.6177,0.2761
"35","35",3,2.2168,0.7832,0.2767
"1904","1904",3,2.2156,0.7844,0.2777
"2578","2578",5,3.9512,1.0488,0.2784
"1774","1774",6,4.8391,1.1609,0.2785
"109","109",1,0.592,0.408,0.2812
"4","4",1,0.59,0.41,0.2849
"615","615",19,16.8096,2.1904,0.2854
"1787","1787",1,0.5894,0.4106,0.286
"832","832",1,0.5875,0.4125,0.2897
"844","844",2,1.3682,0.6318,0.2917
"2330","2330",3,2.1991,0.8009,0.2917
"2975","2975",1,0.5855,0.4145,0.2935
"3041","3041",4,3.052,0.948,0.2945
"1107","1107",2,1.3655,0.6345,0.2949
"1194","1194",11,9.3387,1.6613,0.2955
"178","178",15,13.0366,1.9634,0.2957
"3076","3076",5,3.9226,1.0774,0.2959
"1077","1077",1,0.5841,0.4159,0.2961
"181","181",5,3.9195,1.0805,0.2979
"123","123",1,0.5828,0.4172,0.2987
"2389","2389",1,0.5823,0.4177,0.2997
"1328","1328",3,2.1827,0.8173,0.306
"33","33",1,0.579,0.421,0.3061
"1079","1079",1,0.5786,0.4214,0.307
"1847","1847",4,3.0343,0.9657,0.3073
"922","922",3,2.1794,0.8206,0.309
"1687","1687",1,0.5768,0.4232,0.3105
"2845","2845",2,1.352,0.648,0.3106
"705","705",2,1.3518,0.6482,0.3109
"2949","2949",4,3.0293,0.9707,0.311
"846","846",2,1.3508,0.6492,0.312
"1058","1058",1,0.5758,0.4242,0.3124
"2778","2778",5,3.8962,1.1038,0.3127
"1566","1566",2,1.3501,0.6499,0.3128
"1459","1459",2,1.35,0.65,0.3129
"1417","1417",3,2.1748,0.8252,0.3131
"2369","2369",1,0.575,0.425,0.3141
"675","675",2,1.3483,0.6517,0.3149
"492","492",1,0.5744,0.4256,0.3153
"929","929",2,1.3478,0.6522,0.3157
"2489","2489",5,3.8891,1.1109,0.3173
"1032","1032",1,0.5731,0.4269,0.3179
"126","126",1,0.5727,0.4273,0.3188
"2972","2972",1,0.571,0.429,0.3223
"1418","1418",1,0.5708,0.4292,0.3228
"2817","2817",1,0.5701,0.4299,0.3242
"221","221",1,0.5701,0.4299,0.3243
"1716","1716",1,0.5699,0.4301,0.3245
"2047","2047",2,1.3403,0.6597,0.3247
"1953","1953",15,12.9481,2.0519,0.3252
"467","467",1,0.569,0.431,0.3264
"2450","2450",1,0.569,0.431,0.3265
"28","28",3,2.1597,0.8403,0.3269
"268","268",1,0.5687,0.4313,0.3272
"1973","1973",1,0.5685,0.4315,0.3275
"781","781",2,1.3363,0.6637,0.3297
"1296","1296",4,2.9982,1.0018,0.3347
"3052","3052",2,1.3319,0.6681,0.3351
"1241","1241",10,8.3271,1.6729,0.3361
"2841","2841",1,0.5633,0.4367,0.3385
"1507","1507",2,1.3282,0.6718,0.3397
"926","926",2,1.327,0.673,0.3413
"113","113",1,0.5615,0.4385,0.3424
"147","147",1,0.5611,0.4389,0.3434
"323","323",1,0.5608,0.4392,0.3439
"1086","1086",1,0.559,0.441,0.3479
"1806","1806",8,6.4959,1.5041,0.3483
"2800","2800",1,0.5586,0.4414,0.3489
"700","700",5,3.8362,1.1638,0.3531
"1169","1169",2,1.3176,0.6824,0.3534
"2038","2038",2,1.3151,0.6849,0.3567
"3056","3056",7,5.5865,1.4135,0.3576
"436","436",2,1.3143,0.6857,0.3578
"686","686",5,3.8271,1.1729,0.3595
"639","639",2,1.3129,0.6871,0.3596
"2208","2208",4,2.9654,1.0346,0.361
"1488","1488",1,0.5528,0.4472,0.3617
"2820","2820",25,22.1653,2.8347,0.3625
"2907","2907",2,1.3097,0.6903,0.3638
"2491","2491",2,1.3088,0.6912,0.3651
"1798","1798",1,0.5505,0.4495,0.3671
"1960","1960",2,1.3061,0.6939,0.3687
"1224","1224",3,2.1103,0.8897,0.3751
"262","262",2,1.3012,0.6988,0.3753
"559","559",1,0.5469,0.4531,0.3753
"1136","1136",5,3.8007,1.1993,0.3784
"1215","1215",7,5.5503,1.4497,0.3786
"2174","2174",11,9.1387,1.8613,0.3791
"1704","1704",3,2.1035,0.8965,0.3821
"1463","1463",1,0.5429,0.4571,0.385
"437","437",1,0.5418,0.4582,0.3875
"694","694",2,1.291,0.709,0.3893
"353","353",1,0.5408,0.4592,0.3898
"2634","2634",1,0.5407,0.4593,0.39
"1801","1801",4,2.9289,1.0711,0.3917
"2309","2309",3,2.094,0.906,0.392
"1916","1916",3,2.0857,0.9143,0.4008
"1770","1770",2,1.2817,0.7183,0.4026
"1685","1685",3,2.0827,0.9173,0.404
"146","146",1,0.5349,0.4651,0.4043
"970","970",1,0.5337,0.4663,0.4075
"1728","1728",3,2.0793,0.9207,0.4077
"3103","3103",2,1.2776,0.7224,0.4085
"3054","3054",3,2.0785,0.9215,0.4086
"1193","1193",26,22.9293,3.0707,0.4112
"1181","1181",3,2.0758,0.9242,0.4115
"833","833",2,1.2749,0.7251,0.4124
"3090","3090",9,7.2669,1.7331,0.4134
"3082","3082",4,2.902,1.098,0.4154
"763","763",2,1.2727,0.7273,0.4156
"1585","1585",8,6.3714,1.6286,0.4163
"2073","2073",2,1.2721,0.7279,0.4164
"2191","2191",2,1.2716,0.7284,0.4172
"1859","1859",34,30.4324,3.5676,0.4182
"2310","2310",9,7.2572,1.7428,0.4185
"714","714",5,3.7376,1.2624,0.4264
"241","241",3,2.0599,0.9401,0.4291
"788","788",2,1.2618,0.7382,0.4318
"2021","2021",4,2.8832,1.1168,0.4326
"18","18",1,0.5236,0.4764,0.4335
"149","149",1,0.5233,0.4767,0.4343
"404","404",1,0.5223,0.4777,0.437
"1905","1905",4,2.8732,1.1268,0.4419
"693","693",2,1.2538,0.7462,0.4441
"1707","1707",1,0.5194,0.4806,0.4447
"15","15",1,0.5189,0.4811,0.4461
"1729","1729",1,0.5183,0.4817,0.4476
"2182","2182",16,13.5358,2.4642,0.4486
"1368","1368",2,1.2502,0.7498,0.4498
"330","330",1,0.5167,0.4833,0.452
"370","370",1,0.5165,0.4835,0.4527
"822","822",2,1.2426,0.7574,0.4616
"2979","2979",3,2.0293,0.9707,0.4643
"2475","2475",1,0.5118,0.4882,0.4656
"1691","1691",2,1.2395,0.7605,0.4666
"2446","2446",11,8.9502,2.0498,0.4695
"1749","1749",12,9.8447,2.1553,0.4719
"2141","2141",1,0.509,0.491,0.4736
"21","21",1,0.5088,0.4912,0.4742
"1855","1855",14,11.6494,2.3506,0.4743
"1167","1167",21,18.0644,2.9356,0.4771
"2198","2198",2,1.2316,0.7684,0.4794
"789","789",3,2.0131,0.9869,0.4838
"1816","1816",6,4.52,1.48,0.4846
"2981","2981",4,2.8268,1.1732,0.4869
"2738","2738",1,0.504,0.496,0.4882
"2788","2788",7,5.3771,1.6229,0.4898
"1974","1974",1,0.5031,0.4969,0.4907
"1785","1785",1,0.5028,0.4972,0.4918
"2361","2361",1,0.499,0.501,0.503
"142","142",10,7.9929,2.0071,0.504
"2095","2095",2,1.2165,0.7835,0.5047
"2449","2449",2,1.2161,0.7839,0.5053
"777","777",4,2.8082,1.1918,0.5058
"2524","2524",1,0.4978,0.5022,0.5067
"1039","1039",1,0.4971,0.5029,0.5088
"368","368",1,0.4954,0.5046,0.5141
"3073","3073",8,6.2111,1.7889,0.5153
"121","121",1,0.4937,0.5063,0.5191
"3070","3070",3,1.9849,1.0151,0.5191
"646","646",2,1.206,0.794,0.5227
"1231","1231",3,1.9809,1.0191,0.5243
"1379","1379",1,0.4914,0.5086,0.5264
"1525","1525",2,1.2031,0.7969,0.5278
"1220","1220",3,1.9779,1.0221,0.5282
"280","280",29,25.3397,3.6603,0.5287
"952","952",1,0.4905,0.5095,0.5293
"2803","2803",2,1.2015,0.7985,0.5307
"2084","2084",6,4.4609,1.5391,0.531
"2510","2510",1,0.4893,0.5107,0.533
"2874","2874",2,1.1993,0.8007,0.5346
"1744","1744",7,5.3114,1.6886,0.5368
"12","12",1,0.488,0.512,0.5371
"2836","2836",1,0.4872,0.5128,0.5396
"1646","1646",2,1.1959,0.8041,0.5406
"60","60",1,0.4867,0.5133,0.5415
"850","850",3,1.9641,1.0359,0.5463
"2890","2890",1,0.4851,0.5149,0.5464
"91","91",1,0.484,0.516,0.55
"2252","2252",5,3.594,1.406,0.55
"1345","1345",4,2.7664,1.2336,0.5501
"2311","2311",3,1.9594,1.0406,0.5527
"365","365",2,1.189,0.811,0.5531
"762","762",1,0.4829,0.5171,0.5537
"2041","2041",2,1.1882,0.8118,0.5547
"671","671",4,2.7617,1.2383,0.5552
"810","810",3,1.9568,1.0432,0.5562
"2883","2883",2,1.1852,0.8148,0.5601
"1681","1681",3,1.9523,1.0477,0.5623
"1148","1148",1,0.4801,0.5199,0.5631
"2292","2292",1,0.4792,0.5208,0.566
"593","593",2,1.1812,0.8188,0.5676
"985","985",1,0.4779,0.5221,0.5702
"859","859",2,1.1797,0.8203,0.5705
"770","770",2,1.1783,0.8217,0.5731
"1330","1330",2,1.1769,0.8231,0.5756
"38","38",1,0.4758,0.5242,0.5776
"14","14",1,0.4756,0.5244,0.5781
"982","982",3,1.937,1.063,0.5834
"2147","2147",2,1.1722,0.8278,0.5846
"1053","1053",2,1.1712,0.8288,0.5866
"168","168",2,1.1709,0.8291,0.5871
"2793","2793",7,5.2438,1.7562,0.5881
"1453","1453",1,0.472,0.528,0.5905
"883","883",1,0.4718,0.5282,0.5915
"252","252",2,1.168,0.832,0.5927
"1049","1049",1,0.4708,0.5292,0.5949
"129","129",2,1.1658,0.8342,0.5969
"48","48",3,1.9207,1.0793,0.6065
"942","942",1,0.4672,0.5328,0.6076
"860","860",2,1.1599,0.8401,0.6084
"1074","1074",1,0.4655,0.5345,0.6136
"2467","2467",1,0.4655,0.5345,0.6137
"1147","1147",1,0.4652,0.5348,0.6149
"1502","1502",17,14.0554,2.9446,0.6169
"1739","1739",4,2.7046,1.2954,0.6204
"1019","1019",1,0.4636,0.5364,0.6208
"996","996",1,0.4633,0.5367,0.6217
"1272","1272",9,6.9207,2.0793,0.6247
"2291","2291",5,3.5173,1.4827,0.625
"1922","1922",2,1.1515,0.8485,0.6252
"2212","2212",4,2.6998,1.3002,0.6262
"358","358",1,0.4619,0.5381,0.6267
"1850","1850",7,5.1866,1.8134,0.634
"1921","1921",16,13.1153,2.8847,0.6345
"3060","3060",25,21.3103,3.6897,0.6388
"1112","1112",5,3.4976,1.5024,0.6453
"1152","1152",5,3.497,1.503,0.646
"1920","1920",2,1.1405,0.8595,0.6478
"2812","2812",8,6.0147,1.9853,0.6553
"563","563",2,1.1365,0.8635,0.6561
"1273","1273",2,1.136,0.864,0.6572
"1246","1246",5,3.4839,1.5161,0.6597
"995","995",1,0.4525,0.5475,0.6625
"1659","1659",3,1.8822,1.1178,0.6639
"2877","2877",4,2.6673,1.3327,0.6659
"1756","1756",14,11.2603,2.7397,0.6666
"1999","1999",1,0.4505,0.5495,0.6702
"2251","2251",14,11.2535,2.7465,0.6703
"1661","1661",1,0.4503,0.5497,0.6712
"1357","1357",2,1.1287,0.8713,0.6727
"387","387",5,3.4652,1.5348,0.6798
"2958","2958",4,2.6538,1.3462,0.6829
"1923","1923",2,1.1237,0.8763,0.6834
"135","135",1,0.4467,0.5533,0.6852
"1771","1771",2,1.1222,0.8778,0.6866
"41","41",4,2.6506,1.3494,0.6869
"2808","2808",2,1.1213,0.8787,0.6886
"177","177",5,3.4493,1.5507,0.6971
"450","450",3,1.861,1.139,0.6971
"3044","3044",3,1.8605,1.1395,0.698
"590","590",1,0.4433,0.5567,0.699
"1282","1282",5,3.4449,1.5551,0.702
"1233","1233",4,2.6387,1.3613,0.7023
"2878","2878",1,0.4418,0.5582,0.7054
"198","198",22,18.3933,3.6067,0.7072
"1322","1322",2,1.1124,0.8876,0.7083
"193","193",24,20.2055,3.7945,0.7126
"62","62",2,1.1098,0.8902,0.7141
"2839","2839",1,0.4387,0.5613,0.7183
"65","65",1,0.4386,0.5614,0.7185
"735","735",3,1.8455,1.1545,0.7222
"642","642",1,0.4371,0.5629,0.7251
"20","20",2,1.1047,0.8953,0.7256
"3112","3112",2,1.1022,0.8978,0.7313
"1450","1450",1,0.4352,0.5648,0.7329
"2872","2872",2,1.0995,0.9005,0.7376
"738","738",2,1.0994,0.9006,0.7377
"991","991",1,0.4338,0.5662,0.739
"1512","1512",2,1.0987,0.9013,0.7395
"717","717",20,16.4935,3.5065,0.7455
"571","571",1,0.4313,0.5687,0.7498
"1358","1358",8,5.8949,2.1051,0.7517
"1235","1235",13,10.2269,2.7731,0.7519
"2346","2346",2,1.0925,0.9075,0.7539
"684","684",2,1.0914,0.9086,0.7565
"2792","2792",3,1.8216,1.1784,0.7623
"1378","1378",2,1.0884,0.9116,0.7635
"1157","1157",7,5.0338,1.9662,0.768
"1657","1657",1,0.4259,0.5741,0.774
"3075","3075",5,3.3769,1.6231,0.7802
"2799","2799",4,2.5775,1.4225,0.785
"640","640",2,1.0793,0.9207,0.7855
"128","128",2,1.0789,0.9211,0.7863
"212","212",5,3.3712,1.6288,0.787
"703","703",3,1.8034,1.1966,0.7939
"2415","2415",3,1.8027,1.1973,0.7952
"1469","1469",4,2.5693,1.4307,0.7967
"1520","1520",2,1.0747,0.9253,0.7967
"1141","1141",2,1.0743,0.9257,0.7976
"1168","1168",4,2.5677,1.4323,0.799
"302","302",9,6.6845,2.3155,0.8021
"2301","2301",2,1.0724,0.9276,0.8024
"75","75",40,34.7123,5.2877,0.8055
"3022","3022",5,3.3559,1.6441,0.8055
"150","150",2,1.0709,0.9291,0.8061
"43","43",1,0.4187,0.5813,0.8071
"2193","2193",4,2.5601,1.4399,0.8099
"3033","3033",6,4.1592,1.8408,0.8147
"1315","1315",3,1.7914,1.2086,0.8155
"23","23",2,1.0658,0.9342,0.8188
"1374","1374",2,1.0657,0.9343,0.819
"2798","2798",12,9.247,2.753,0.8196
"83","83",2,1.0654,0.9346,0.8197
"90","90",3,1.7881,1.2119,0.8214
"2912","2912",1,0.4155,0.5845,0.8222
"3091","3091",7,4.9721,2.0279,0.8271
"2268","2268",2,1.0622,0.9378,0.8279
"767","767",7,4.9656,2.0344,0.8335
"1701","1701",2,1.0593,0.9407,0.8354
"3105","3105",1,0.4115,0.5885,0.8417
"1880","1880",4,2.538,1.462,0.8421
"1732","1732",1,0.4111,0.5889,0.8437
"430","430",2,1.0557,0.9443,0.8445
"2209","2209",5,3.3241,1.6759,0.845
"1865","1865",2,1.0553,0.9447,0.8458
"874","874",2,1.0507,0.9493,0.8577
"2435","2435",2,1.0482,0.9518,0.8642
"1468","1468",3,1.7647,1.2353,0.8647
"1622","1622",2,1.0477,0.9523,0.8657
"1083","1083",1,0.4059,0.5941,0.8694
"200","200",37,31.7425,5.2575,0.8708
"289","289",16,12.672,3.328,0.874
"2295","2295",4,2.5168,1.4832,0.874
"706","706",2,1.0443,0.9557,0.8747
"729","729",2,1.0437,0.9563,0.8761
"1182","1182",4,2.5102,1.4898,0.8842
"2302","2302",2,1.0396,0.9604,0.8872
"2146","2146",2,1.0393,0.9607,0.8881
"337","337",5,3.2897,1.7103,0.8892
"851","851",3,1.7512,1.2488,0.8905
"554","554",1,0.4016,0.5984,0.8917
"2034","2034",3,1.7472,1.2528,0.8984
"993","993",1,0.4001,0.5999,0.8994
"1597","1597",1,0.3998,0.6002,0.9009
"1580","1580",2,1.0341,0.9659,0.9023
"2790","2790",10,7.4083,2.5917,0.9067
"47","47",2,1.0314,0.9686,0.9097
"823","823",3,1.7414,1.2586,0.9098
"3113","3113",2,1.0307,0.9693,0.9116
"138","138",2,1.029,0.971,0.9163
"594","594",3,1.7373,1.2627,0.9177
"1540","1540",1,0.3957,0.6043,0.923
"306","306",11,8.24,2.76,0.9245
"581","581",4,2.4816,1.5184,0.9291
"1129","1129",2,1.0238,0.9762,0.9308
"726","726",1,0.3941,0.6059,0.9315
"2533","2533",1,0.3934,0.6066,0.9354
"30","30",2,1.0207,0.9793,0.9397
"2059","2059",7,4.8559,2.1441,0.9467
"3049","3049",8,5.6803,2.3197,0.9473
"1940","1940",4,2.467,1.533,0.9527
"2785","2785",5,3.2419,1.7581,0.9535
"1795","1795",2,1.0142,0.9858,0.9581
"1429","1429",2,1.0084,0.9916,0.9751
"2768","2768",2,1.0004,0.9996,0.9988
"793","793",3,1.6977,1.3023,0.9991
"1900","1900",3,1.6865,1.3135,1.023
"918","918",2,0.9918,1.0082,1.0247
"1824","1824",3,1.684,1.316,1.0285
"3047","3047",6,3.9697,2.0303,1.0384
"503","503",2,0.9863,1.0137,1.0418
"2525","2525",5,3.1789,1.8211,1.0433
"527","527",2,0.9836,1.0164,1.0504
"1820","1820",2,0.9822,1.0178,1.0547
"1827","1827",29,23.9587,5.0413,1.0608
"1134","1134",2,0.9784,1.0216,1.0666
"725","725",3,1.6637,1.3363,1.0734
"1561","1561",2,0.976,1.024,1.0742
"2588","2588",4,2.3897,1.6103,1.0851
"2485","2485",2,0.9706,1.0294,1.0917
"817","817",9,6.3612,2.6388,1.0946
"1978","1978",1,0.3661,0.6339,1.0977
"3010","3010",2,0.968,1.032,1.1001
"809","809",3,1.6512,1.3488,1.1018
"2313","2313",8,5.5306,2.4694,1.1026
"1261","1261",5,3.1318,1.8682,1.1144
"1536","1536",2,0.9624,1.0376,1.1187
"1948","1948",2,0.9617,1.0383,1.1211
"2319","2319",7,4.7032,2.2968,1.1217
"1635","1635",4,2.3694,1.6306,1.1221
"1424","1424",1,0.3617,0.6383,1.1266
"1636","1636",2,0.9588,1.0412,1.1307
"968","968",1,0.3609,0.6391,1.1319
"1205","1205",6,3.8979,2.1021,1.1336
"1474","1474",2,0.9575,1.0425,1.135
"925","925",2,0.9546,1.0454,1.1447
"1992","1992",2,0.9546,1.0454,1.1448
"2646","2646",6,3.8822,2.1178,1.1553
"2130","2130",1,0.357,0.643,1.1582
"1821","1821",8,5.4738,2.5262,1.1658
"118","118",2,0.9424,1.0576,1.187
"1813","1813",16,12.1901,3.8099,1.1907
"2983","2983",4,2.3309,1.6691,1.1952
"890","890",3,1.6052,1.3948,1.212
"1571","1571",2,0.9337,1.0663,1.2176
"1519","1519",1,0.3481,0.6519,1.2206
"835","835",3,1.6011,1.3989,1.2223
"119","119",1,0.3477,0.6523,1.2236
"1706","1706",2,0.9299,1.0701,1.2313
"184","184",14,10.4183,3.5817,1.2314
"2222","2222",7,4.6084,2.3916,1.2411
"2129","2129",1,0.3448,0.6552,1.2449
"2190","2190",1,0.3435,0.6565,1.2545
"194","194",49,41.7517,7.2483,1.2583
"645","645",3,1.5868,1.4132,1.2585
"1382","1382",1,0.3425,0.6575,1.2619
"1990","1990",2,0.9197,1.0803,1.2689
"1788","1788",3,1.5827,1.4173,1.2693
"186","186",11,7.8415,3.1585,1.2722
"2288","2288",2,0.9188,1.0812,1.2724
"1740","1740",9,6.1914,2.8086,1.274
"815","815",3,1.5808,1.4192,1.2741
"1195","1195",20,15.5422,4.4578,1.2786
"898","898",2,0.9168,1.0832,1.2798
"2844","2844",9,6.1763,2.8237,1.2909
"2003","2003",1,0.338,0.662,1.2966
"1380","1380",1,0.3376,0.6624,1.2995
"661","661",2,0.9085,1.0915,1.3113
"2458","2458",2,0.9072,1.0928,1.3163
"273","273",3,1.5645,1.4355,1.317
"2207","2207",1,0.3348,0.6652,1.3214
"1187","1187",5,2.9998,2.0002,1.3336
"2326","2326",5,2.9913,2.0087,1.3488
"3035","3035",6,3.7495,2.2505,1.3507
"1956","1956",4,2.2539,1.7461,1.3527
"244","244",3,1.548,1.452,1.362
"1810","1810",8,5.3075,2.6925,1.3659
"1484","1484",2,0.8937,1.1063,1.3694
"2162","2162",4,2.2453,1.7547,1.3714
"3043","3043",3,1.5443,1.4557,1.3721
"1189","1189",19,14.5304,4.4696,1.3749
"597","597",2,0.8918,1.1082,1.3772
"1084","1084",3,1.537,1.463,1.3926
"1891","1891",3,1.5349,1.4651,1.3986
"1560","1560",4,2.231,1.769,1.4028
"2599","2599",5,2.9616,2.0384,1.4029
"1446","1446",1,0.3248,0.6752,1.4033
"1548","1548",2,0.8837,1.1163,1.4103
"1942","1942",4,2.2214,1.7786,1.4242
"858","858",2,0.8781,1.1219,1.4335
"1804","1804",7,4.4689,2.5311,1.4336
"1552","1552",1,0.3211,0.6789,1.4355
"2869","2869",3,1.5205,1.4795,1.4395
"1860","1860",4,2.214,1.786,1.4408
"516","516",1,0.3194,0.6806,1.4505
"2367","2367",1,0.3191,0.6809,1.4528
"612","612",6,3.6855,2.3145,1.4535
"1830","1830",63,54.1155,8.8845,1.4586
"938","938",2,0.8717,1.1283,1.4606
"1326","1326",2,0.8716,1.1284,1.4608
"983","983",5,2.9271,2.0729,1.468
"824","824",4,2.1972,1.8028,1.4792
"284","284",29,23.1472,5.8528,1.4799
"1269","1269",3,1.5065,1.4935,1.4805
"544","544",2,0.8657,1.1343,1.4864
"730","730",2,0.8619,1.1381,1.503
"1022","1022",2,0.8588,1.1412,1.5165
"27","27",2,0.8586,1.1414,1.5175
"1092","1092",4,2.1791,1.8209,1.5216
"2072","2072",2,0.8562,1.1438,1.5279
"239","239",5,2.8918,2.1082,1.5369
"2859","2859",2,0.854,1.146,1.5378
"1838","1838",7,4.3987,2.6013,1.5383
"2797","2797",2,0.8536,1.1464,1.5397
"209","209",4,2.1623,1.8377,1.5617
"1432","1432",1,0.3047,0.6953,1.5865
"1737","1737",7,4.3651,2.6349,1.5905
"151","151",2,0.842,1.158,1.5924
"233","233",1,0.3008,0.6992,1.6251
"1438","1438",1,0.3008,0.6992,1.6257
"2365","2365",3,1.4559,1.5441,1.6377
"1201","1201",29,22.8762,6.1238,1.6393
"1781","1781",4,2.1307,1.8693,1.6399
"1741","1741",17,12.4726,4.5274,1.6434
"3023","3023",5,2.8395,2.1605,1.644
"1243","1243",20,15.0223,4.9777,1.6494
"1113","1113",3,1.4511,1.5489,1.6532
"947","947",2,0.8289,1.1711,1.6543
"1998","1998",2,0.8284,1.1716,1.657
"530","530",2,0.8283,1.1717,1.6575
"1443","1443",2,0.8195,1.1805,1.7004
"136","136",2,0.8156,1.1844,1.7201
"2373","2373",4,2.099,1.901,1.7217
"2090","2090",15,10.6894,4.3106,1.7383
"1719","1719",3,1.4256,1.5744,1.7387
"820","820",2,0.8115,1.1885,1.7405
"566","566",2,0.8095,1.1905,1.7509
"1426","1426",2,0.8084,1.1916,1.7562
"831","831",3,1.4205,1.5795,1.7564
"2479","2479",2,0.8063,1.1937,1.7674
"3066","3066",2,0.8022,1.1978,1.7885
"785","785",4,2.0716,1.9284,1.7952
"132","132",1,0.2823,0.7177,1.8248
"166","166",10,6.5363,3.4637,1.8354
"133","133",2,0.7914,1.2086,1.8458
"87","87",3,1.3938,1.6062,1.8508
"1703","1703",3,1.3937,1.6063,1.8514
"960","960",2,0.7886,1.2114,1.8608
"56","56",2,0.7879,1.2121,1.8644
"2565","2565",13,8.9204,4.0796,1.8657
"95","95",1,0.2788,0.7212,1.8659
"1473","1473",5,2.7385,2.2615,1.8675
"965","965",2,0.7858,1.2142,1.8762
"551","551",6,3.443,2.557,1.8991
"120","120",2,0.7766,1.2234,1.9275
"477","477",3,1.373,1.627,1.9281
"2290","2290",1,0.2724,0.7276,1.9438
"294","294",5,2.7061,2.2939,1.9446
"111","111",2,0.7727,1.2273,1.9495
"1984","1984",2,0.772,1.228,1.9532
"2971","2971",2,0.771,1.229,1.9588
"204","204",7,4.1486,2.8514,1.9599
"1675","1675",2,0.7708,1.2292,1.9605
"1826","1826",8,4.8957,3.1043,1.9684
"1950","1950",1,0.2704,0.7296,1.9687
"819","819",2,0.7686,1.2314,1.9731
"440","440",1,0.2688,0.7312,1.9896
"2926","2926",2,0.764,1.236,1.9996
"616","616",7,4.1185,2.8815,2.016
"2858","2858",3,1.3476,1.6524,2.0261
"896","896",2,0.7583,1.2417,2.0335
"2440","2440",2,0.7579,1.2421,2.0359
"400","400",2,0.7573,1.2427,2.039
"1114","1114",1,0.2637,0.7363,2.0559
"984","984",1,0.2632,0.7368,2.0624
"1090","1090",2,0.752,1.248,2.0709
"1835","1835",16,11.1746,4.8254,2.0837
"1832","1832",14,9.5359,4.4641,2.0898
"776","776",3,1.3288,1.6712,2.1017
"2876","2876",5,2.638,2.362,2.1148
"1825","1825",7,4.0475,2.9525,2.1537
"1408","1408",3,1.3155,1.6845,2.1571
"84","84",2,0.7342,1.2658,2.1825
"816","816",4,1.9403,2.0597,2.1866
"1480","1480",5,2.6099,2.3901,2.1887
"3099","3099",3,1.3052,1.6948,2.2009
"1773","1773",1,0.2526,0.7474,2.2111
"1828","1828",6,3.2931,2.7069,2.2251
"363","363",3,1.298,1.702,2.2316
"1567","1567",1,0.25,0.75,2.2496
"1947","1947",5,2.5867,2.4133,2.2514
"2991","2991",3,1.2876,1.7124,2.2773
"1386","1386",2,0.7186,1.2814,2.2847
"1511","1511",3,1.2842,1.7158,2.2926
"1496","1496",3,1.2817,1.7183,2.3037
"1911","1911",4,1.8994,2.1006,2.3232
"3026","3026",4,1.8968,2.1032,2.3322
"1857","1857",8,4.6848,3.3152,2.3459
"2293","2293",2,0.7068,1.2932,2.3663
