"","County","Freq","Expected","Residual","Component"
"2245","2245",1,1.6829,-0.6829,-0.2771
"2343","2343",0,0.2771,-0.2771,-0.2771
"1866","1866",1,1.6805,-0.6805,-0.2756
"1265","1265",28,30.9183,-2.9183,-0.2755
"2285","2285",5,6.3189,-1.3189,-0.2753
"2263","2263",7,8.5322,-1.5322,-0.2751
"2496","2496",0,0.2739,-0.2739,-0.2739
"1023","1023",3,4.0531,-1.0531,-0.2736
"2279","2279",2,2.8882,-0.8882,-0.2731
"720","720",1,1.6764,-0.6764,-0.2729
"1391","1391",0,0.2726,-0.2726,-0.2726
"839","839",1,1.6756,-0.6756,-0.2724
"1266","1266",1,1.6753,-0.6753,-0.2722
"623","623",4,5.1878,-1.1878,-0.2719
"1451","1451",0,0.27,-0.27,-0.27
"1588","1588",0,0.27,-0.27,-0.27
"2132","2132",0,0.2681,-0.2681,-0.2681
"747","747",4,5.1778,-1.1778,-0.2679
"2576","2576",0,0.2675,-0.2675,-0.2675
"2184","2184",2,2.8761,-0.8761,-0.2669
"1723","1723",0,0.2668,-0.2668,-0.2668
"2628","2628",0,0.2665,-0.2665,-0.2665
"2195","2195",1,1.6651,-0.6651,-0.2657
"1581","1581",1,1.6646,-0.6646,-0.2654
"175","175",1,1.6617,-0.6617,-0.2635
"2100","2100",1,1.6615,-0.6615,-0.2634
"1362","1362",1,1.6603,-0.6603,-0.2626
"547","547",1,1.6554,-0.6554,-0.2595
"260","260",1,1.6537,-0.6537,-0.2584
"491","491",0,0.2574,-0.2574,-0.2574
"2477","2477",2,2.8558,-0.8558,-0.2564
"1238","1238",1,1.6504,-0.6504,-0.2563
"876","876",0,0.2512,-0.2512,-0.2512
"483","483",0,0.251,-0.251,-0.251
"882","882",6,7.358,-1.358,-0.2506
"2507","2507",0,0.2496,-0.2496,-0.2496
"1040","1040",2,2.842,-0.842,-0.2495
"880","880",1,1.6394,-0.6394,-0.2494
"580","580",1,1.6383,-0.6383,-0.2487
"2709","2709",0,0.2476,-0.2476,-0.2476
"484","484",1,1.6347,-0.6347,-0.2465
"2431","2431",1,1.6338,-0.6338,-0.2459
"2057","2057",6,7.3432,-1.3432,-0.2457
"1624","1624",0,0.2443,-0.2443,-0.2443
"1216","1216",2,2.8316,-0.8316,-0.2442
"1586","1586",0,0.2433,-0.2433,-0.2433
"2505","2505",1,1.6293,-0.6293,-0.2431
"1262","1262",1,1.6286,-0.6286,-0.2426
"1803","1803",9,10.6027,-1.6027,-0.2423
"768","768",1,1.627,-0.627,-0.2416
"2315","2315",1,1.6269,-0.6269,-0.2416
"2680","2680",0,0.2405,-0.2405,-0.2405
"341","341",12,13.8201,-1.8201,-0.2397
"1677","1677",0,0.2395,-0.2395,-0.2395
"304","304",0,0.2387,-0.2387,-0.2387
"872","872",0,0.2368,-0.2368,-0.2368
"99","99",1,1.6152,-0.6152,-0.2343
"529","529",2,2.8117,-0.8117,-0.2343
"2399","2399",0,0.2329,-0.2329,-0.2329
"275","275",2,2.8068,-0.8068,-0.2319
"2030","2030",1,1.611,-0.611,-0.2317
"219","219",1,1.6101,-0.6101,-0.2312
"910","910",0,0.2308,-0.2308,-0.2308
"2647","2647",0,0.2298,-0.2298,-0.2298
"887","887",1,1.6059,-0.6059,-0.2286
"2672","2672",3,3.9502,-0.9502,-0.2286
"507","507",0,0.2257,-0.2257,-0.2257
"2503","2503",0,0.2253,-0.2253,-0.2253
"1779","1779",0,0.2243,-0.2243,-0.2243
"2598","2598",0,0.2237,-0.2237,-0.2237
"1885","1885",1,1.5956,-0.5956,-0.2223
"2462","2462",2,2.7855,-0.7855,-0.2215
"1965","1965",0,0.2213,-0.2213,-0.2213
"955","955",1,1.5918,-0.5918,-0.22
"665","665",9,10.521,-1.521,-0.2199
"2163","2163",1,1.5896,-0.5896,-0.2187
"2954","2954",5,6.16,-1.16,-0.2184
"1845","1845",9,10.5143,-1.5143,-0.2181
"360","360",0,0.2174,-0.2174,-0.2174
"2580","2580",1,1.5856,-0.5856,-0.2163
"3013","3013",1,1.584,-0.584,-0.2153
"2175","2175",1,1.5836,-0.5836,-0.2151
"335","335",1,1.5811,-0.5811,-0.2135
"2499","2499",0,0.2134,-0.2134,-0.2134
"539","539",0,0.2131,-0.2131,-0.2131
"500","500",0,0.2114,-0.2114,-0.2114
"959","959",0,0.2106,-0.2106,-0.2106
"1377","1377",0,0.2106,-0.2106,-0.2106
"2045","2045",16,17.9434,-1.9434,-0.2105
"2577","2577",0,0.2102,-0.2102,-0.2102
"236","236",1,1.5734,-0.5734,-0.209
"710","710",1,1.5715,-0.5715,-0.2078
"1570","1570",1,1.5703,-0.5703,-0.2071
"2881","2881",1,1.5664,-0.5664,-0.2048
"1416","1416",1,1.5654,-0.5654,-0.2042
"2224","2224",13,14.7333,-1.7333,-0.2039
"1893","1893",6,7.2084,-1.2084,-0.2026
"2426","2426",1,1.5614,-0.5614,-0.2019
"924","924",0,0.2004,-0.2004,-0.2004
"2849","2849",1,1.5584,-0.5584,-0.2001
"3057","3057",2,2.7396,-0.7396,-0.1997
"2368","2368",0,0.199,-0.199,-0.199
"906","906",0,0.1985,-0.1985,-0.1985
"479","479",3,3.874,-0.874,-0.1972
"1717","1717",0,0.1967,-0.1967,-0.1967
"1671","1671",0,0.1966,-0.1966,-0.1966
"1210","1210",2,2.731,-0.731,-0.1957
"2651","2651",0,0.1955,-0.1955,-0.1955
"165","165",1,1.5496,-0.5496,-0.1949
"1277","1277",2,2.7284,-0.7284,-0.1945
"225","225",0,0.1944,-0.1944,-0.1944
"2833","2833",2,2.7273,-0.7273,-0.1939
"2548","2548",0,0.1917,-0.1917,-0.1917
"1884","1884",2,2.7211,-0.7211,-0.1911
"2944","2944",2,2.7191,-0.7191,-0.1902
"1590","1590",1,1.5413,-0.5413,-0.1901
"901","901",0,0.1898,-0.1898,-0.1898
"1856","1856",6,7.1631,-1.1631,-0.1889
"3083","3083",2,2.7164,-0.7164,-0.1889
"1184","1184",2,2.716,-0.716,-0.1888
"1365","1365",1,1.5374,-0.5374,-0.1879
"975","975",1,1.5369,-0.5369,-0.1875
"1283","1283",14,15.712,-1.712,-0.1865
"1574","1574",1,1.5346,-0.5346,-0.1862
"888","888",1,1.5308,-0.5308,-0.184
"2005","2005",0,0.1836,-0.1836,-0.1836
"2898","2898",1,1.5292,-0.5292,-0.1831
"2370","2370",0,0.1822,-0.1822,-0.1822
"2303","2303",1,1.5271,-0.5271,-0.1819
"1223","1223",2,2.6998,-0.6998,-0.1814
"2000","2000",1,1.5252,-0.5252,-0.1809
"3037","3037",4,4.9458,-0.9458,-0.1809
"3036","3036",2,2.6961,-0.6961,-0.1797
"2753","2753",0,0.1793,-0.1793,-0.1793
"1288","1288",2,2.6943,-0.6943,-0.1789
"1926","1926",4,4.939,-0.939,-0.1785
"26","26",1,1.5197,-0.5197,-0.1778
"2559","2559",0,0.1757,-0.1757,-0.1757
"2857","2857",1,1.5158,-0.5158,-0.1755
"2661","2661",0,0.1749,-0.1749,-0.1749
"58","58",1,1.5139,-0.5139,-0.1745
"1281","1281",2,2.684,-0.684,-0.1743
"2951","2951",1,1.5094,-0.5094,-0.1719
"2051","2051",1,1.509,-0.509,-0.1717
"2083","2083",1,1.5081,-0.5081,-0.1712
"899","899",2,2.6748,-0.6748,-0.1702
"1314","1314",2,2.6732,-0.6732,-0.1695
"1155","1155",4,4.911,-0.911,-0.169
"2764","2764",0,0.169,-0.169,-0.169
"2745","2745",0,0.1689,-0.1689,-0.1689
"1027","1027",1,1.5033,-0.5033,-0.1685
"1668","1668",0,0.1682,-0.1682,-0.1682
"2497","2497",1,1.499,-0.499,-0.1661
"2382","2382",5,5.9967,-0.9967,-0.1657
"1534","1534",1,1.4969,-0.4969,-0.1649
"2851","2851",3,3.7907,-0.7907,-0.1649
"1554","1554",1,1.4954,-0.4954,-0.1641
"1121","1121",2,2.6534,-0.6534,-0.1609
"758","758",1,1.4889,-0.4889,-0.1606
"1146","1146",0,0.1592,-0.1592,-0.1592
"2613","2613",0,0.1587,-0.1587,-0.1587
"1462","1462",1,1.4839,-0.4839,-0.1578
"1406","1406",1,1.4837,-0.4837,-0.1577
"2827","2827",1,1.4837,-0.4837,-0.1577
"2917","2917",6,7.0495,-1.0495,-0.1563
"721","721",4,4.8702,-0.8702,-0.1555
"2131","2131",0,0.1548,-0.1548,-0.1548
"2689","2689",0,0.1547,-0.1547,-0.1547
"1154","1154",7,8.1204,-1.1204,-0.1546
"2708","2708",0,0.1543,-0.1543,-0.1543
"2341","2341",0,0.1532,-0.1532,-0.1532
"2516","2516",0,0.1529,-0.1529,-0.1529
"242","242",2,2.6328,-0.6328,-0.1521
"759","759",1,1.4722,-0.4722,-0.1514
"1124","1124",2,2.6299,-0.6299,-0.1509
"1097","1097",0,0.1506,-0.1506,-0.1506
"2256","2256",4,4.8552,-0.8552,-0.1506
"1256","1256",2,2.6283,-0.6283,-0.1502
"1665","1665",2,2.6282,-0.6282,-0.1502
"2421","2421",1,1.4693,-0.4693,-0.1499
"444","444",0,0.1498,-0.1498,-0.1498
"2732","2732",0,0.1498,-0.1498,-0.1498
"1297","1297",1,1.4668,-0.4668,-0.1486
"448","448",0,0.1485,-0.1485,-0.1485
"1952","1952",1,1.4657,-0.4657,-0.1479
"2536","2536",0,0.1469,-0.1469,-0.1469
"435","435",0,0.1466,-0.1466,-0.1466
"1603","1603",2,2.6188,-0.6188,-0.1462
"2946","2946",3,3.739,-0.739,-0.1461
"1130","1130",0,0.145,-0.145,-0.145
"1204","1204",1,1.46,-0.46,-0.1449
"857","857",3,3.7342,-0.7342,-0.1443
"2508","2508",3,3.7301,-0.7301,-0.1429
"707","707",1,1.456,-0.456,-0.1428
"2335","2335",1,1.4558,-0.4558,-0.1427
"1663","1663",0,0.1409,-0.1409,-0.1409
"514","514",0,0.1403,-0.1403,-0.1403
"1399","1399",0,0.1394,-0.1394,-0.1394
"2786","2786",3,3.7183,-0.7183,-0.1388
"382","382",0,0.1383,-0.1383,-0.1383
"680","680",1,1.4453,-0.4453,-0.1372
"1164","1164",10,11.2407,-1.2407,-0.1369
"1116","1116",1,1.4443,-0.4443,-0.1367
"2707","2707",0,0.1367,-0.1367,-0.1367
"2275","2275",2,2.5955,-0.5955,-0.1366
"1125","1125",0,0.1355,-0.1355,-0.1355
"1772","1772",1,1.441,-0.441,-0.135
"2992","2992",2,2.5889,-0.5889,-0.134
"1909","1909",0,0.1327,-0.1327,-0.1327
"486","486",0,0.1323,-0.1323,-0.1323
"2796","2796",1,1.4359,-0.4359,-0.1323
"2425","2425",1,1.4352,-0.4352,-0.132
"1062","1062",1,1.4348,-0.4348,-0.1318
"89","89",0,0.1312,-0.1312,-0.1312
"36","36",1,1.4328,-0.4328,-0.1308
"862","862",1,1.4328,-0.4328,-0.1307
"660","660",1,1.4326,-0.4326,-0.1306
"1275","1275",6,6.9529,-0.9529,-0.1306
"344","344",5,5.8649,-0.8649,-0.1276
"903","903",1,1.4259,-0.4259,-0.1272
"1278","1278",2,2.5685,-0.5685,-0.1258
"1455","1455",1,1.4199,-0.4199,-0.1242
"1807","1807",4,4.7685,-0.7685,-0.1238
"2215","2215",4,4.7681,-0.7681,-0.1237
"2324","2324",2,2.5617,-0.5617,-0.1232
"2024","2024",1,1.4163,-0.4163,-0.1224
"369","369",3,3.6683,-0.6683,-0.1218
"2623","2623",1,1.4146,-0.4146,-0.1215
"1444","1444",0,0.1205,-0.1205,-0.1205
"1370","1370",3,3.6624,-0.6624,-0.1198
"2283","2283",3,3.6608,-0.6608,-0.1193
"3094","3094",1,1.4087,-0.4087,-0.1186
"1383","1383",0,0.1179,-0.1179,-0.1179
"2668","2668",1,1.406,-0.406,-0.1172
"2955","2955",1,1.3998,-0.3998,-0.1142
"1009","1009",1,1.399,-0.399,-0.1138
"3024","3024",7,7.9499,-0.9499,-0.1135
"1917","1917",1,1.3981,-0.3981,-0.1134
"2167","2167",0,0.113,-0.113,-0.113
"3071","3071",6,6.8808,-0.8808,-0.1128
"1318","1318",1,1.3967,-0.3967,-0.1127
"445","445",1,1.3957,-0.3957,-0.1122
"1218","1218",2,2.5312,-0.5312,-0.1115
"374","374",1,1.3942,-0.3942,-0.1114
"804","804",1,1.3919,-0.3919,-0.1104
"512","512",1,1.3915,-0.3915,-0.1101
"498","498",0,0.1092,-0.1092,-0.1092
"451","451",1,1.3886,-0.3886,-0.1088
"1886","1886",2,2.5225,-0.5225,-0.1082
"1682","1682",0,0.1079,-0.1079,-0.1079
"771","771",1,1.3853,-0.3853,-0.1072
"2461","2461",1,1.3837,-0.3837,-0.1064
"1342","1342",1,1.3815,-0.3815,-0.1054
"1851","1851",24,25.6444,-1.6444,-0.1054
"1158","1158",8,8.972,-0.972,-0.1053
"1584","1584",5,5.7736,-0.7736,-0.1037
"2282","2282",9,10.0192,-1.0192,-0.1037
"1335","1335",2,2.5086,-0.5086,-0.1031
"1447","1447",1,1.3751,-0.3751,-0.1023
"321","321",3,3.6063,-0.6063,-0.1019
"1518","1518",1,1.3736,-0.3736,-0.1016
"1604","1604",0,0.1006,-0.1006,-0.1006
"2998","2998",1,1.3713,-0.3713,-0.1005
"183","183",1,1.3704,-0.3704,-0.1001
"303","303",1,1.3704,-0.3704,-0.1001
"494","494",1,1.3704,-0.3704,-0.1001
"2274","2274",2,2.5003,-0.5003,-0.1001
"2494","2494",2,2.497,-0.497,-0.0989
"2011","2011",1,1.3665,-0.3665,-0.0983
"2532","2532",0,0.0979,-0.0979,-0.0979
"1117","1117",0,0.0978,-0.0978,-0.0978
"2693","2693",1,1.3649,-0.3649,-0.0976
"3039","3039",4,4.6755,-0.6755,-0.0976
"953","953",0,0.0967,-0.0967,-0.0967
"348","348",2,2.4903,-0.4903,-0.0965
"2654","2654",0,0.0958,-0.0958,-0.0958
"867","867",2,2.4877,-0.4877,-0.0956
"1938","1938",1,1.3588,-0.3588,-0.0947
"2662","2662",0,0.0943,-0.0943,-0.0943
"2422","2422",1,1.3569,-0.3569,-0.0939
"2570","2570",0,0.0937,-0.0937,-0.0937
"1538","1538",1,1.3554,-0.3554,-0.0932
"2017","2017",2,2.4789,-0.4789,-0.0925
"2842","2842",1,1.3535,-0.3535,-0.0923
"669","669",1,1.3532,-0.3532,-0.0922
"2164","2164",1,1.3528,-0.3528,-0.092
"689","689",1,1.3525,-0.3525,-0.0919
"2987","2987",1,1.3503,-0.3503,-0.0909
"2432","2432",7,7.8438,-0.8438,-0.0908
"562","562",1,1.3498,-0.3498,-0.0906
"199","199",11,12.0369,-1.0369,-0.0893
"2945","2945",2,2.4632,-0.4632,-0.0871
"852","852",1,1.3408,-0.3408,-0.0866
"2483","2483",1,1.3402,-0.3402,-0.0864
"1867","1867",1,1.3394,-0.3394,-0.086
"64","64",1,1.3388,-0.3388,-0.0857
"1054","1054",1,1.3365,-0.3365,-0.0847
"308","308",2,2.4549,-0.4549,-0.0843
"2113","2113",1,1.3324,-0.3324,-0.0829
"478","478",0,0.0828,-0.0828,-0.0828
"2748","2748",0,0.0822,-0.0822,-0.0822
"3104","3104",3,3.5363,-0.5363,-0.0813
"1714","1714",1,1.3278,-0.3278,-0.0809
"1776","1776",2,2.4444,-0.4444,-0.0808
"3077","3077",2,2.4444,-0.4444,-0.0808
"2439","2439",1,1.3269,-0.3269,-0.0805
"1831","1831",8,8.8431,-0.8431,-0.0804
"425","425",8,8.8373,-0.8373,-0.0793
"2730","2730",1,1.3223,-0.3223,-0.0786
"2158","2158",1,1.3222,-0.3222,-0.0785
"937","937",3,3.5255,-0.5255,-0.0783
"1721","1721",3,3.5254,-0.5254,-0.0783
"2102","2102",1,1.32,-0.32,-0.0776
"1890","1890",3,3.5223,-0.5223,-0.0774
"2031","2031",2,2.4306,-0.4306,-0.0763
"1151","1151",16,17.1406,-1.1406,-0.0759
"2550","2550",0,0.0746,-0.0746,-0.0746
"2750","2750",1,1.3118,-0.3118,-0.0741
"1551","1551",1,1.3114,-0.3114,-0.0739
"1122","1122",0,0.0729,-0.0729,-0.0729
"1608","1608",1,1.3088,-0.3088,-0.0728
"316","316",0,0.0722,-0.0722,-0.0722
"361","361",0,0.072,-0.072,-0.072
"1409","1409",1,1.3034,-0.3034,-0.0706
"2527","2527",0,0.0701,-0.0701,-0.0701
"2400","2400",2,2.4109,-0.4109,-0.07
"461","461",0,0.0699,-0.0699,-0.0699
"900","900",0,0.0697,-0.0697,-0.0697
"2517","2517",0,0.0697,-0.0697,-0.0697
"1683","1683",0,0.0678,-0.0678,-0.0678
"110","110",1,1.2955,-0.2955,-0.0674
"384","384",0,0.0674,-0.0674,-0.0674
"1705","1705",1,1.2944,-0.2944,-0.067
"2427","2427",1,1.2941,-0.2941,-0.0668
"632","632",1,1.2932,-0.2932,-0.0665
"1924","1924",3,3.4791,-0.4791,-0.066
"1255","1255",2,2.3963,-0.3963,-0.0655
"2205","2205",28,29.3697,-1.3697,-0.0639
"2631","2631",0,0.0635,-0.0635,-0.0635
"2298","2298",1,1.2852,-0.2852,-0.0633
"379","379",0,0.0632,-0.0632,-0.0632
"1101","1101",6,6.6478,-0.6478,-0.0631
"2700","2700",0,0.0631,-0.0631,-0.0631
"1906","1906",4,4.5346,-0.5346,-0.063
"2758","2758",1,1.2845,-0.2845,-0.063
"377","377",0,0.0629,-0.0629,-0.0629
"2523","2523",0,0.0617,-0.0617,-0.0617
"866","866",1,1.281,-0.281,-0.0616
"848","848",1,1.2807,-0.2807,-0.0615
"1961","1961",1,1.2802,-0.2802,-0.0613
"2687","2687",0,0.0605,-0.0605,-0.0605
"2728","2728",1,1.2765,-0.2765,-0.0599
"2151","2151",1,1.2757,-0.2757,-0.0596
"2602","2602",4,4.5161,-0.5161,-0.059
"2943","2943",9,9.7561,-0.7561,-0.0586
"1305","1305",1,1.2704,-0.2704,-0.0576
"3101","3101",1,1.2697,-0.2697,-0.0573
"57","57",1,1.2676,-0.2676,-0.0565
"2633","2633",1,1.2658,-0.2658,-0.0558
"2183","2183",4,4.4997,-0.4997,-0.0555
"2940","2940",5,5.553,-0.553,-0.0551
"24","24",1,1.2615,-0.2615,-0.0542
"1346","1346",1,1.2613,-0.2613,-0.0541
"1989","1989",1,1.261,-0.261,-0.054
"755","755",2,2.3534,-0.3534,-0.0531
"8","8",2,2.3523,-0.3523,-0.0528
"1784","1784",2,2.3525,-0.3525,-0.0528
"2384","2384",4,4.4867,-0.4867,-0.0528
"1775","1775",1,1.2569,-0.2569,-0.0525
"736","736",1,1.2562,-0.2562,-0.0522
"877","877",2,2.3503,-0.3503,-0.0522
"1096","1096",0,0.0522,-0.0522,-0.0522
"2779","2779",4,4.4826,-0.4826,-0.052
"1794","1794",1,1.2525,-0.2525,-0.0509
"657","657",1,1.2505,-0.2505,-0.0502
"2855","2855",1,1.2505,-0.2505,-0.0502
"1263","1263",5,5.5216,-0.5216,-0.0493
"2554","2554",0,0.0492,-0.0492,-0.0492
"2593","2593",0,0.0483,-0.0483,-0.0483
"255","255",4,4.463,-0.463,-0.048
"525","525",3,3.4032,-0.4032,-0.0478
"2882","2882",2,2.3341,-0.3341,-0.0478
"77","77",3,3.4016,-0.4016,-0.0474
"422","422",1,1.2422,-0.2422,-0.0472
"1361","1361",1,1.2421,-0.2421,-0.0472
"1711","1711",0,0.0472,-0.0472,-0.0472
"2632","2632",0,0.0466,-0.0466,-0.0466
"723","723",2,2.3284,-0.3284,-0.0463
"1264","1264",2,2.3238,-0.3238,-0.0451
"2681","2681",1,1.2343,-0.2343,-0.0445
"1630","1630",0,0.0437,-0.0437,-0.0437
"2077","2077",1,1.2316,-0.2316,-0.0436
"1718","1718",1,1.231,-0.231,-0.0433
"1351","1351",3,3.3808,-0.3808,-0.0429
"3016","3016",1,1.229,-0.229,-0.0427
"71","71",2,2.3137,-0.3137,-0.0425
"2418","2418",12,12.7336,-0.7336,-0.0423
"2771","2771",1,1.228,-0.228,-0.0423
"2202","2202",2,2.3111,-0.3111,-0.0419
"1206","1206",2,2.3104,-0.3104,-0.0417
"2597","2597",0,0.0417,-0.0417,-0.0417
"2200","2200",6,6.5168,-0.5168,-0.041
"608","608",1,1.2231,-0.2231,-0.0407
"552","552",1,1.2223,-0.2223,-0.0404
"2067","2067",1,1.2222,-0.2222,-0.0404
"989","989",1,1.221,-0.221,-0.04
"656","656",4,4.4193,-0.4193,-0.0398
"870","870",1,1.2195,-0.2195,-0.0395
"1069","1069",1,1.2195,-0.2195,-0.0395
"1073","1073",1,1.2182,-0.2182,-0.0391
"3064","3064",6,6.5045,-0.5045,-0.0391
"2673","2673",0,0.0387,-0.0387,-0.0387
"1853","1853",3,3.3537,-0.3537,-0.0373
"511","511",0,0.0358,-0.0358,-0.0358
"845","845",4,4.3952,-0.3952,-0.0355
"2506","2506",0,0.0343,-0.0343,-0.0343
"2801","2801",2,2.2795,-0.2795,-0.0343
"3095","3095",1,1.2031,-0.2031,-0.0343
"2658","2658",0,0.0342,-0.0342,-0.0342
"2978","2978",1,1.201,-0.201,-0.0337
"1863","1863",1,1.2003,-0.2003,-0.0334
"2410","2410",1,1.1994,-0.1994,-0.0331
"2736","2736",0,0.0329,-0.0329,-0.0329
"2706","2706",3,3.3306,-0.3306,-0.0328
"1267","1267",2,2.2726,-0.2726,-0.0327
"2982","2982",1,1.1974,-0.1974,-0.0325
"380","380",2,2.2715,-0.2715,-0.0324
"2942","2942",44,45.2029,-1.2029,-0.032
"540","540",1,1.1948,-0.1948,-0.0318
"2534","2534",0,0.0308,-0.0308,-0.0308
"2535","2535",0,0.0307,-0.0307,-0.0307
"779","779",1,1.1901,-0.1901,-0.0304
"383","383",4,4.3614,-0.3614,-0.0299
"3096","3096",1,1.188,-0.188,-0.0298
"322","322",1,1.1872,-0.1872,-0.0295
"390","390",0,0.0289,-0.0289,-0.0289
"2742","2742",0,0.0287,-0.0287,-0.0287
"3087","3087",11,11.5736,-0.5736,-0.0284
"662","662",1,1.1826,-0.1826,-0.0282
"470","470",1,1.1821,-0.1821,-0.028
"473","473",1,1.1816,-0.1816,-0.0279
"2465","2465",1,1.1815,-0.1815,-0.0279
"3034","3034",3,3.3019,-0.3019,-0.0276
"2571","2571",0,0.0274,-0.0274,-0.0274
"902","902",1,1.1793,-0.1793,-0.0273
"653","653",1,1.178,-0.178,-0.0269
"1186","1186",3,3.2954,-0.2954,-0.0265
"2414","2414",1,1.1758,-0.1758,-0.0263
"743","743",1,1.1747,-0.1747,-0.026
"3111","3111",3,3.2912,-0.2912,-0.0258
"152","152",1,1.1728,-0.1728,-0.0255
"94","94",1,1.1726,-0.1726,-0.0254
"1954","1954",1,1.1713,-0.1713,-0.0251
"3109","3109",1,1.171,-0.171,-0.025
"2947","2947",1,1.1706,-0.1706,-0.0249
"600","600",1,1.1702,-0.1702,-0.0248
"843","843",1,1.1698,-0.1698,-0.0247
"2111","2111",2,2.2322,-0.2322,-0.0242
"1755","1755",5,5.359,-0.359,-0.0241
"3025","3025",1,1.1679,-0.1679,-0.0241
"210","210",2,2.2316,-0.2316,-0.024
"182","182",1,1.167,-0.167,-0.0239
"1489","1489",1,1.1653,-0.1653,-0.0235
"1796","1796",4,4.312,-0.312,-0.0226
"2349","2349",1,1.1616,-0.1616,-0.0225
"3086","3086",5,5.3447,-0.3447,-0.0222
"238","238",3,3.2651,-0.2651,-0.0215
"315","315",0,0.0215,-0.0215,-0.0215
"1057","1057",2,2.2179,-0.2179,-0.0214
"1783","1783",1,1.1575,-0.1575,-0.0214
"2813","2813",1,1.1568,-0.1568,-0.0213
"2585","2585",2,2.2131,-0.2131,-0.0205
"589","589",1,1.153,-0.153,-0.0203
"1102","1102",0,0.0199,-0.0199,-0.0199
"1138","1138",0,0.0197,-0.0197,-0.0197
"2861","2861",1,1.1482,-0.1482,-0.0191
"2864","2864",6,6.3459,-0.3459,-0.0189
"1479","1479",1,1.1459,-0.1459,-0.0186
"68","68",2,2.1989,-0.1989,-0.018
"1196","1196",12,12.4728,-0.4728,-0.0179
"2423","2423",1,1.1428,-0.1428,-0.0178
"1819","1819",4,4.2739,-0.2739,-0.0176
"2997","2997",1,1.1416,-0.1416,-0.0176
"2691","2691",0,0.017,-0.017,-0.017
"2829","2829",1,1.139,-0.139,-0.017
"2868","2868",3,3.2342,-0.2342,-0.017
"2055","2055",3,3.2326,-0.2326,-0.0167
"180","180",8,8.367,-0.367,-0.0161
"1562","1562",1,1.1349,-0.1349,-0.016
"2015","2015",1,1.1335,-0.1335,-0.0157
"481","481",0,0.0155,-0.0155,-0.0155
"1279","1279",1,1.1322,-0.1322,-0.0154
"698","698",2,2.1815,-0.1815,-0.0151
"1578","1578",1,1.1304,-0.1304,-0.015
"2488","2488",1,1.1302,-0.1302,-0.015
"2690","2690",0,0.015,-0.015,-0.015
"2929","2929",4,4.2525,-0.2525,-0.015
"2579","2579",0,0.0149,-0.0149,-0.0149
"2582","2582",0,0.0144,-0.0144,-0.0144
"2542","2542",0,0.0142,-0.0142,-0.0142
"2606","2606",1,1.1255,-0.1255,-0.014
"2659","2659",2,2.1745,-0.1745,-0.014
"2683","2683",0,0.014,-0.014,-0.014
"487","487",1,1.1253,-0.1253,-0.0139
"2794","2794",1,1.125,-0.125,-0.0139
"2609","2609",0,0.0137,-0.0137,-0.0137
"2823","2823",1,1.1234,-0.1234,-0.0136
"251","251",13,13.4209,-0.4209,-0.0132
"3051","3051",6,6.2886,-0.2886,-0.0132
"2429","2429",2,2.1686,-0.1686,-0.0131
"1971","1971",1,1.1196,-0.1196,-0.0128
"2590","2590",0,0.0128,-0.0128,-0.0128
"2822","2822",1,1.1199,-0.1199,-0.0128
"506","506",1,1.1168,-0.1168,-0.0122
"3067","3067",2,2.1618,-0.1618,-0.0121
"2774","2774",1,1.1131,-0.1131,-0.0115
"2600","2600",0,0.0109,-0.0109,-0.0109
"1515","1515",1,1.1083,-0.1083,-0.0106
"2236","2236",8,8.2937,-0.2937,-0.0104
"1966","1966",1,1.1047,-0.1047,-0.0099
"2148","2148",1,1.1039,-0.1039,-0.0098
"1359","1359",2,2.1431,-0.1431,-0.0095
"215","215",2,2.1416,-0.1416,-0.0094
"1647","1647",1,1.1013,-0.1013,-0.0093
"2323","2323",1,1.0998,-0.0998,-0.0091
"560","560",1,1.0991,-0.0991,-0.0089
"2636","2636",0,0.0089,-0.0089,-0.0089
"312","312",0,0.0087,-0.0087,-0.0087
"2230","2230",13,13.3411,-0.3411,-0.0087
"2412","2412",1,1.0975,-0.0975,-0.0087
"1596","1596",2,2.1327,-0.1327,-0.0083
"447","447",1,1.0936,-0.0936,-0.008
"1427","1427",1,1.093,-0.093,-0.0079
"2321","2321",1,1.0931,-0.0931,-0.0079
"2669","2669",1,1.0918,-0.0918,-0.0077
"533","533",1,1.0904,-0.0904,-0.0075
"2332","2332",1,1.0902,-0.0902,-0.0075
"2564","2564",2,2.1259,-0.1259,-0.0075
"329","329",0,0.0073,-0.0073,-0.0073
"667","667",8,8.2456,-0.2456,-0.0073
"1048","1048",1,1.0879,-0.0879,-0.0071
"1360","1360",1,1.0873,-0.0873,-0.007
"2739","2739",0,0.0069,-0.0069,-0.0069
"449","449",0,0.0068,-0.0068,-0.0068
"800","800",1,1.0863,-0.0863,-0.0068
"1778","1778",0,0.0068,-0.0068,-0.0068
"2712","2712",0,0.0067,-0.0067,-0.0067
"531","531",4,4.1664,-0.1664,-0.0066
"2546","2546",0,0.0065,-0.0065,-0.0065
"81","81",8,8.2299,-0.2299,-0.0064
"1612","1612",1,1.0825,-0.0825,-0.0063
"2703","2703",0,0.0062,-0.0062,-0.0062
"2863","2863",1,1.0808,-0.0808,-0.006
"1303","1303",4,4.1561,-0.1561,-0.0059
"592","592",1,1.079,-0.079,-0.0058
"1698","1698",1,1.0791,-0.0791,-0.0058
