Program,Year,Period,Week Ending,Geo Level,State,State ANSI,Ag District,Ag District Code,County,County ANSI,Zip Code,Region,watershed_code,Watershed,Commodity,Data Item,Domain,Domain Category,Value,CV (%)
CENSUS,2017,YEAR,,COUNTY,KANSAS,20,NORTHEAST,70,POTTAWATOMIE,149,,,0,,FRUIT & TREE NUT TOTALS,"FRUIT & TREE NUT TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"33,000",65.4
CENSUS,2017,YEAR,,COUNTY,KANSAS,20,NORTHEAST,70,RILEY,161,,,0,,FRUIT & TREE NUT TOTALS,"FRUIT & TREE NUT TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"33,000",65.4
CENSUS,2017,YEAR,,COUNTY,KANSAS,20,NORTHEAST,70,WYANDOTTE,209,,,0,,FRUIT & TREE NUT TOTALS,"FRUIT & TREE NUT TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,YEAR,,COUNTY,KANSAS,20,NORTHWEST,10,GRAHAM,65,,,0,,FRUIT & TREE NUT TOTALS,"FRUIT & TREE NUT TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,YEAR,,COUNTY,KANSAS,20,NORTHWEST,10,THOMAS,193,,,0,,FRUIT & TREE NUT TOTALS,"FRUIT & TREE NUT TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,YEAR,,COUNTY,KANSAS,20,SOUTH CENTRAL,60,HARVEY,79,,,0,,FRUIT & TREE NUT TOTALS,"FRUIT & TREE NUT TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,YEAR,,COUNTY,KANSAS,20,SOUTH CENTRAL,60,KINGMAN,95,,,0,,FRUIT & TREE NUT TOTALS,"FRUIT & TREE NUT TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,YEAR,,COUNTY,KANSAS,20,SOUTH CENTRAL,60,RENO,155,,,0,,FRUIT & TREE NUT TOTALS,"FRUIT & TREE NUT TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"7,000",65.4
CENSUS,2017,YEAR,,COUNTY,KANSAS,20,SOUTH CENTRAL,60,SEDGWICK,173,,,0,,FRUIT & TREE NUT TOTALS,"FRUIT & TREE NUT TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"137,000",65.4
CENSUS,2017,YEAR,,COUNTY,KANSAS,20,SOUTH CENTRAL,60,STAFFORD,185,,,0,,FRUIT & TREE NUT TOTALS,"FRUIT & TREE NUT TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,YEAR,,COUNTY,KANSAS,20,SOUTH CENTRAL,60,SUMNER,191,,,0,,FRUIT & TREE NUT TOTALS,"FRUIT & TREE NUT TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,YEAR,,COUNTY,KANSAS,20,SOUTHEAST,90,ALLEN,1,,,0,,FRUIT & TREE NUT TOTALS,"FRUIT & TREE NUT TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,YEAR,,COUNTY,KANSAS,20,SOUTHEAST,90,BOURBON,11,,,0,,FRUIT & TREE NUT TOTALS,"FRUIT & TREE NUT TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,YEAR,,COUNTY,KANSAS,20,SOUTHEAST,90,BUTLER,15,,,0,,FRUIT & TREE NUT TOTALS,"FRUIT & TREE NUT TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"180,000",65.4
CENSUS,2017,YEAR,,COUNTY,KANSAS,20,SOUTHEAST,90,CHAUTAUQUA,19,,,0,,FRUIT & TREE NUT TOTALS,"FRUIT & TREE NUT TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"63,000",65.4
CENSUS,2017,YEAR,,COUNTY,KANSAS,20,SOUTHEAST,90,CHEROKEE,21,,,0,,FRUIT & TREE NUT TOTALS,"FRUIT & TREE NUT TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"514,000",65.4
CENSUS,2017,YEAR,,COUNTY,KANSAS,20,SOUTHEAST,90,COWLEY,35,,,0,,FRUIT & TREE NUT TOTALS,"FRUIT & TREE NUT TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,YEAR,,COUNTY,KANSAS,20,SOUTHEAST,90,CRAWFORD,37,,,0,,FRUIT & TREE NUT TOTALS,"FRUIT & TREE NUT TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"128,000",65.4
CENSUS,2017,YEAR,,COUNTY,KANSAS,20,SOUTHEAST,90,ELK,49,,,0,,FRUIT & TREE NUT TOTALS,"FRUIT & TREE NUT TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"12,000",65.4
CENSUS,2017,YEAR,,COUNTY,KANSAS,20,SOUTHEAST,90,GREENWOOD,73,,,0,,FRUIT & TREE NUT TOTALS,"FRUIT & TREE NUT TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,YEAR,,COUNTY,KANSAS,20,SOUTHEAST,90,LABETTE,99,,,0,,FRUIT & TREE NUT TOTALS,"FRUIT & TREE NUT TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"317,000",65.4
CENSUS,2017,YEAR,,COUNTY,KANSAS,20,SOUTHEAST,90,MONTGOMERY,125,,,0,,FRUIT & TREE NUT TOTALS,"FRUIT & TREE NUT TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"204,000",65.4
CENSUS,2017,YEAR,,COUNTY,KANSAS,20,SOUTHEAST,90,NEOSHO,133,,,0,,FRUIT & TREE NUT TOTALS,"FRUIT & TREE NUT TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"41,000",65.4
CENSUS,2017,YEAR,,COUNTY,KANSAS,20,SOUTHEAST,90,WOODSON,207,,,0,,FRUIT & TREE NUT TOTALS,"FRUIT & TREE NUT TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,YEAR,,COUNTY,KENTUCKY,21,BLUEGRASS,50,ANDERSON,5,,,0,,FRUIT & TREE NUT TOTALS,"FRUIT & TREE NUT TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"69,000",55.9
CENSUS,2017,YEAR,,COUNTY,KENTUCKY,21,BLUEGRASS,50,BATH,11,,,0,,FRUIT & TREE NUT TOTALS,"FRUIT & TREE NUT TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,YEAR,,COUNTY,KENTUCKY,21,BLUEGRASS,50,BOURBON,17,,,0,,FRUIT & TREE NUT TOTALS,"FRUIT & TREE NUT TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"46,000",55.9
CENSUS,2017,YEAR,,COUNTY,KENTUCKY,21,BLUEGRASS,50,BOYLE,21,,,0,,FRUIT & TREE NUT TOTALS,"FRUIT & TREE NUT TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"47,000",55.9
CENSUS,2017,YEAR,,COUNTY,KENTUCKY,21,BLUEGRASS,50,CLARK,49,,,0,,FRUIT & TREE NUT TOTALS,"FRUIT & TREE NUT TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,YEAR,,COUNTY,KENTUCKY,21,BLUEGRASS,50,FAYETTE,67,,,0,,FRUIT & TREE NUT TOTALS,"FRUIT & TREE NUT TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,YEAR,,COUNTY,KENTUCKY,21,BLUEGRASS,50,FLEMING,69,,,0,,FRUIT & TREE NUT TOTALS,"FRUIT & TREE NUT TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,YEAR,,COUNTY,KENTUCKY,21,BLUEGRASS,50,FRANKLIN,73,,,0,,FRUIT & TREE NUT TOTALS,"FRUIT & TREE NUT TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,YEAR,,COUNTY,KENTUCKY,21,BLUEGRASS,50,GARRARD,79,,,0,,FRUIT & TREE NUT TOTALS,"FRUIT & TREE NUT TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,YEAR,,COUNTY,KENTUCKY,21,BLUEGRASS,50,HARRISON,97,,,0,,FRUIT & TREE NUT TOTALS,"FRUIT & TREE NUT TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"237,000",55.9
CENSUS,2017,YEAR,,COUNTY,KENTUCKY,21,BLUEGRASS,50,JESSAMINE,113,,,0,,FRUIT & TREE NUT TOTALS,"FRUIT & TREE NUT TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,YEAR,,COUNTY,KENTUCKY,21,BLUEGRASS,50,LINCOLN,137,,,0,,FRUIT & TREE NUT TOTALS,"FRUIT & TREE NUT TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"11,000",55.9
CENSUS,2017,YEAR,,COUNTY,KENTUCKY,21,BLUEGRASS,50,MADISON,151,,,0,,FRUIT & TREE NUT TOTALS,"FRUIT & TREE NUT TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,YEAR,,COUNTY,KENTUCKY,21,BLUEGRASS,50,MASON,161,,,0,,FRUIT & TREE NUT TOTALS,"FRUIT & TREE NUT TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"27,000",55.9
CENSUS,2017,YEAR,,COUNTY,KENTUCKY,21,BLUEGRASS,50,MERCER,167,,,0,,FRUIT & TREE NUT TOTALS,"FRUIT & TREE NUT TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"14,000",55.9
CENSUS,2017,YEAR,,COUNTY,KENTUCKY,21,BLUEGRASS,50,MONTGOMERY,173,,,0,,FRUIT & TREE NUT TOTALS,"FRUIT & TREE NUT TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"74,000",55.9
CENSUS,2017,YEAR,,COUNTY,KENTUCKY,21,BLUEGRASS,50,NICHOLAS,181,,,0,,FRUIT & TREE NUT TOTALS,"FRUIT & TREE NUT TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"16,000",55.9
CENSUS,2017,YEAR,,COUNTY,KENTUCKY,21,BLUEGRASS,50,ROBERTSON,201,,,0,,FRUIT & TREE NUT TOTALS,"FRUIT & TREE NUT TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"8,000",55.9
CENSUS,2017,YEAR,,COUNTY,KENTUCKY,21,BLUEGRASS,50,SCOTT,209,,,0,,FRUIT & TREE NUT TOTALS,"FRUIT & TREE NUT TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"217,000",55.9
CENSUS,2017,YEAR,,COUNTY,KENTUCKY,21,BLUEGRASS,50,SHELBY,211,,,0,,FRUIT & TREE NUT TOTALS,"FRUIT & TREE NUT TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"255,000",55.9
CENSUS,2017,YEAR,,COUNTY,KENTUCKY,21,BLUEGRASS,50,SPENCER,215,,,0,,FRUIT & TREE NUT TOTALS,"FRUIT & TREE NUT TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"40,000",55.9
CENSUS,2017,YEAR,,COUNTY,KENTUCKY,21,BLUEGRASS,50,WASHINGTON,229,,,0,,FRUIT & TREE NUT TOTALS,"FRUIT & TREE NUT TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"62,000",55.9
CENSUS,2017,YEAR,,COUNTY,KENTUCKY,21,BLUEGRASS,50,WOODFORD,239,,,0,,FRUIT & TREE NUT TOTALS,"FRUIT & TREE NUT TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"388,000",55.9
CENSUS,2017,YEAR,,COUNTY,KENTUCKY,21,CENTRAL,30,ADAIR,1,,,0,,FRUIT & TREE NUT TOTALS,"FRUIT & TREE NUT TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,YEAR,,COUNTY,KENTUCKY,21,CENTRAL,30,ALLEN,3,,,0,,FRUIT & TREE NUT TOTALS,"FRUIT & TREE NUT TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"60,000",55.9
CENSUS,2017,YEAR,,COUNTY,KENTUCKY,21,CENTRAL,30,BARREN,9,,,0,,FRUIT & TREE NUT TOTALS,"FRUIT & TREE NUT TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,YEAR,,COUNTY,KENTUCKY,21,CENTRAL,30,BRECKINRIDGE,27,,,0,,FRUIT & TREE NUT TOTALS,"FRUIT & TREE NUT TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"36,000",55.9
CENSUS,2017,YEAR,,COUNTY,KENTUCKY,21,CENTRAL,30,BULLITT,29,,,0,,FRUIT & TREE NUT TOTALS,"FRUIT & TREE NUT TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,YEAR,,COUNTY,KENTUCKY,21,CENTRAL,30,BUTLER,31,,,0,,FRUIT & TREE NUT TOTALS,"FRUIT & TREE NUT TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"17,000",55.9
CENSUS,2017,YEAR,,COUNTY,KENTUCKY,21,CENTRAL,30,CASEY,45,,,0,,FRUIT & TREE NUT TOTALS,"FRUIT & TREE NUT TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"64,000",55.9
CENSUS,2017,YEAR,,COUNTY,KENTUCKY,21,CENTRAL,30,CLINTON,53,,,0,,FRUIT & TREE NUT TOTALS,"FRUIT & TREE NUT TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,YEAR,,COUNTY,KENTUCKY,21,CENTRAL,30,CUMBERLAND,57,,,0,,FRUIT & TREE NUT TOTALS,"FRUIT & TREE NUT TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,YEAR,,COUNTY,KENTUCKY,21,CENTRAL,30,EDMONSON,61,,,0,,FRUIT & TREE NUT TOTALS,"FRUIT & TREE NUT TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"7,000",55.9
CENSUS,2017,YEAR,,COUNTY,KENTUCKY,21,CENTRAL,30,GRAYSON,85,,,0,,FRUIT & TREE NUT TOTALS,"FRUIT & TREE NUT TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"19,000",55.9
CENSUS,2017,YEAR,,COUNTY,KENTUCKY,21,CENTRAL,30,GREEN,87,,,0,,FRUIT & TREE NUT TOTALS,"FRUIT & TREE NUT TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"18,000",55.9
CENSUS,2017,YEAR,,COUNTY,KENTUCKY,21,CENTRAL,30,HARDIN,93,,,0,,FRUIT & TREE NUT TOTALS,"FRUIT & TREE NUT TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,YEAR,,COUNTY,KENTUCKY,21,CENTRAL,30,HART,99,,,0,,FRUIT & TREE NUT TOTALS,"FRUIT & TREE NUT TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"54,000",55.9
CENSUS,2017,YEAR,,COUNTY,KENTUCKY,21,CENTRAL,30,JEFFERSON,111,,,0,,FRUIT & TREE NUT TOTALS,"FRUIT & TREE NUT TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,YEAR,,COUNTY,KENTUCKY,21,CENTRAL,30,LARUE,123,,,0,,FRUIT & TREE NUT TOTALS,"FRUIT & TREE NUT TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,YEAR,,COUNTY,KENTUCKY,21,CENTRAL,30,MARION,155,,,0,,FRUIT & TREE NUT TOTALS,"FRUIT & TREE NUT TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"39,000",55.9
CENSUS,2017,YEAR,,COUNTY,KENTUCKY,21,CENTRAL,30,MEADE,163,,,0,,FRUIT & TREE NUT TOTALS,"FRUIT & TREE NUT TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,YEAR,,COUNTY,KENTUCKY,21,CENTRAL,30,METCALFE,169,,,0,,FRUIT & TREE NUT TOTALS,"FRUIT & TREE NUT TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"221,000",55.9
CENSUS,2017,YEAR,,COUNTY,KENTUCKY,21,CENTRAL,30,MONROE,171,,,0,,FRUIT & TREE NUT TOTALS,"FRUIT & TREE NUT TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"61,000",55.9
CENSUS,2017,YEAR,,COUNTY,KENTUCKY,21,CENTRAL,30,NELSON,179,,,0,,FRUIT & TREE NUT TOTALS,"FRUIT & TREE NUT TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"84,000",55.9
CENSUS,2017,YEAR,,COUNTY,KENTUCKY,21,CENTRAL,30,RUSSELL,207,,,0,,FRUIT & TREE NUT TOTALS,"FRUIT & TREE NUT TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"31,000",55.9
CENSUS,2017,YEAR,,COUNTY,KENTUCKY,21,CENTRAL,30,TAYLOR,217,,,0,,FRUIT & TREE NUT TOTALS,"FRUIT & TREE NUT TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"19,000",55.9
CENSUS,2017,YEAR,,COUNTY,KENTUCKY,21,CENTRAL,30,WARREN,227,,,0,,FRUIT & TREE NUT TOTALS,"FRUIT & TREE NUT TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"631,000",55.9
CENSUS,2017,YEAR,,COUNTY,KENTUCKY,21,EASTERN OR MOUNTAIN,60,BELL,13,,,0,,FRUIT & TREE NUT TOTALS,"FRUIT & TREE NUT TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"28,000",55.9
CENSUS,2017,YEAR,,COUNTY,KENTUCKY,21,EASTERN OR MOUNTAIN,60,BOYD,19,,,0,,FRUIT & TREE NUT TOTALS,"FRUIT & TREE NUT TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"20,000",55.9
CENSUS,2017,YEAR,,COUNTY,KENTUCKY,21,EASTERN OR MOUNTAIN,60,BREATHITT,25,,,0,,FRUIT & TREE NUT TOTALS,"FRUIT & TREE NUT TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,YEAR,,COUNTY,KENTUCKY,21,EASTERN OR MOUNTAIN,60,CARTER,43,,,0,,FRUIT & TREE NUT TOTALS,"FRUIT & TREE NUT TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"5,000",55.9
CENSUS,2017,YEAR,,COUNTY,KENTUCKY,21,EASTERN OR MOUNTAIN,60,CLAY,51,,,0,,FRUIT & TREE NUT TOTALS,"FRUIT & TREE NUT TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,YEAR,,COUNTY,KENTUCKY,21,EASTERN OR MOUNTAIN,60,ELLIOTT,63,,,0,,FRUIT & TREE NUT TOTALS,"FRUIT & TREE NUT TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"16,000",55.9
CENSUS,2017,YEAR,,COUNTY,KENTUCKY,21,EASTERN OR MOUNTAIN,60,ESTILL,65,,,0,,FRUIT & TREE NUT TOTALS,"FRUIT & TREE NUT TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"15,000",55.9
CENSUS,2017,YEAR,,COUNTY,KENTUCKY,21,EASTERN OR MOUNTAIN,60,GREENUP,89,,,0,,FRUIT & TREE NUT TOTALS,"FRUIT & TREE NUT TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,YEAR,,COUNTY,KENTUCKY,21,EASTERN OR MOUNTAIN,60,HARLAN,95,,,0,,FRUIT & TREE NUT TOTALS,"FRUIT & TREE NUT TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,YEAR,,COUNTY,KENTUCKY,21,EASTERN OR MOUNTAIN,60,JACKSON,109,,,0,,FRUIT & TREE NUT TOTALS,"FRUIT & TREE NUT TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"20,000",55.9
CENSUS,2017,YEAR,,COUNTY,KENTUCKY,21,EASTERN OR MOUNTAIN,60,JOHNSON,115,,,0,,FRUIT & TREE NUT TOTALS,"FRUIT & TREE NUT TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,YEAR,,COUNTY,KENTUCKY,21,EASTERN OR MOUNTAIN,60,KNOTT,119,,,0,,FRUIT & TREE NUT TOTALS,"FRUIT & TREE NUT TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,YEAR,,COUNTY,KENTUCKY,21,EASTERN OR MOUNTAIN,60,KNOX,121,,,0,,FRUIT & TREE NUT TOTALS,"FRUIT & TREE NUT TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,YEAR,,COUNTY,KENTUCKY,21,EASTERN OR MOUNTAIN,60,LAUREL,125,,,0,,FRUIT & TREE NUT TOTALS,"FRUIT & TREE NUT TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"52,000",55.9
CENSUS,2017,YEAR,,COUNTY,KENTUCKY,21,EASTERN OR MOUNTAIN,60,LAWRENCE,127,,,0,,FRUIT & TREE NUT TOTALS,"FRUIT & TREE NUT TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,YEAR,,COUNTY,KENTUCKY,21,EASTERN OR MOUNTAIN,60,LEE,129,,,0,,FRUIT & TREE NUT TOTALS,"FRUIT & TREE NUT TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,YEAR,,COUNTY,KENTUCKY,21,EASTERN OR MOUNTAIN,60,LETCHER,133,,,0,,FRUIT & TREE NUT TOTALS,"FRUIT & TREE NUT TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"19,000",55.9
CENSUS,2017,YEAR,,COUNTY,KENTUCKY,21,EASTERN OR MOUNTAIN,60,MAGOFFIN,153,,,0,,FRUIT & TREE NUT TOTALS,"FRUIT & TREE NUT TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,YEAR,,COUNTY,KENTUCKY,21,EASTERN OR MOUNTAIN,60,MCCREARY,147,,,0,,FRUIT & TREE NUT TOTALS,"FRUIT & TREE NUT TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,YEAR,,COUNTY,KENTUCKY,21,EASTERN OR MOUNTAIN,60,MENIFEE,165,,,0,,FRUIT & TREE NUT TOTALS,"FRUIT & TREE NUT TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,YEAR,,COUNTY,KENTUCKY,21,EASTERN OR MOUNTAIN,60,MORGAN,175,,,0,,FRUIT & TREE NUT TOTALS,"FRUIT & TREE NUT TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,YEAR,,COUNTY,KENTUCKY,21,EASTERN OR MOUNTAIN,60,OWSLEY,189,,,0,,FRUIT & TREE NUT TOTALS,"FRUIT & TREE NUT TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,YEAR,,COUNTY,KENTUCKY,21,EASTERN OR MOUNTAIN,60,PERRY,193,,,0,,FRUIT & TREE NUT TOTALS,"FRUIT & TREE NUT TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"31,000",55.9
CENSUS,2017,YEAR,,COUNTY,KENTUCKY,21,EASTERN OR MOUNTAIN,60,PIKE,195,,,0,,FRUIT & TREE NUT TOTALS,"FRUIT & TREE NUT TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,YEAR,,COUNTY,KENTUCKY,21,EASTERN OR MOUNTAIN,60,POWELL,197,,,0,,FRUIT & TREE NUT TOTALS,"FRUIT & TREE NUT TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"10,000",55.9
CENSUS,2017,YEAR,,COUNTY,KENTUCKY,21,EASTERN OR MOUNTAIN,60,PULASKI,199,,,0,,FRUIT & TREE NUT TOTALS,"FRUIT & TREE NUT TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"353,000",55.9
CENSUS,2017,YEAR,,COUNTY,KENTUCKY,21,EASTERN OR MOUNTAIN,60,ROCKCASTLE,203,,,0,,FRUIT & TREE NUT TOTALS,"FRUIT & TREE NUT TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"5,000",55.9
CENSUS,2017,YEAR,,COUNTY,KENTUCKY,21,EASTERN OR MOUNTAIN,60,ROWAN,205,,,0,,FRUIT & TREE NUT TOTALS,"FRUIT & TREE NUT TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"58,000",55.9
CENSUS,2017,YEAR,,COUNTY,KENTUCKY,21,EASTERN OR MOUNTAIN,60,WAYNE,231,,,0,,FRUIT & TREE NUT TOTALS,"FRUIT & TREE NUT TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,YEAR,,COUNTY,KENTUCKY,21,EASTERN OR MOUNTAIN,60,WHITLEY,235,,,0,,FRUIT & TREE NUT TOTALS,"FRUIT & TREE NUT TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"66,000",55.9
CENSUS,2017,YEAR,,COUNTY,KENTUCKY,21,EASTERN OR MOUNTAIN,60,WOLFE,237,,,0,,FRUIT & TREE NUT TOTALS,"FRUIT & TREE NUT TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,YEAR,,COUNTY,KENTUCKY,21,MIDWESTERN,20,CALDWELL,33,,,0,,FRUIT & TREE NUT TOTALS,"FRUIT & TREE NUT TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,YEAR,,COUNTY,KENTUCKY,21,MIDWESTERN,20,CHRISTIAN,47,,,0,,FRUIT & TREE NUT TOTALS,"FRUIT & TREE NUT TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"268,000",55.9
CENSUS,2017,YEAR,,COUNTY,KENTUCKY,21,MIDWESTERN,20,CRITTENDEN,55,,,0,,FRUIT & TREE NUT TOTALS,"FRUIT & TREE NUT TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"64,000",55.9
